state,district,year_month,pincode,age_0_5,age_5_17,age_18_greater
Chhattisgarh,Balod,2025-10,6386473,56,2,0
Chhattisgarh,Balod,2025-11,6878682,43,0,0
Chhattisgarh,Balod,2025-12,7370346,39,3,0
Chhattisgarh,Balod,NaT,164604028,1101,44,3
Chhattisgarh,Baloda Bazar,2025-01,12824391,576,45,17
Chhattisgarh,Baloda Bazar,2025-02,19234983,202,17,0
Chhattisgarh,Baloda Bazar,2025-03,11837784,78,11,1
Chhattisgarh,Baloda Bazar,2025-04,9864895,39,7,0
Chhattisgarh,Baloda Bazar,2025-05,11345910,83,8,0
Chhattisgarh,Baloda Bazar,2025-06,14302836,81,9,0
Chhattisgarh,Baloda Bazar,2025-07,11344157,60,8,0
Chhattisgarh,Baloda Bazar,2025-08,13809962,156,29,0
Chhattisgarh,Baloda Bazar,2025-09,15783269,120,20,1
Chhattisgarh,Baloda Bazar,2025-10,13810082,114,16,0
Chhattisgarh,Baloda Bazar,2025-11,15290801,65,16,0
Chhattisgarh,Baloda Bazar,2025-12,15290130,114,16,1
Chhattisgarh,Baloda Bazar,NaT,339830586,2661,360,13
Chhattisgarh,Balrampur,2025-01,7457601,1408,608,65
Chhattisgarh,Balrampur,2025-02,5965812,95,32,0
Chhattisgarh,Balrampur,2025-03,6463259,59,18,0
Chhattisgarh,Balrampur,2025-04,4971696,48,10,0
Chhattisgarh,Balrampur,2025-05,5966036,122,37,0
Chhattisgarh,Balrampur,2025-06,5966141,84,27,0
Chhattisgarh,Balrampur,2025-07,5468699,56,15,0
Chhattisgarh,Balrampur,2025-08,7457603,172,40,0
Chhattisgarh,Balrampur,2025-09,6463259,111,35,0
Chhattisgarh,Balrampur,2025-10,6463259,125,45,2
Chhattisgarh,Balrampur,2025-11,6960260,93,28,0
Chhattisgarh,Balrampur,2025-12,6960260,85,30,0
Chhattisgarh,Balrampur,NaT,161580654,2135,603,2
Chhattisgarh,Bastar,2025-01,8400921,38,27,0
Chhattisgarh,Bastar,2025-02,7906699,62,61,0
Chhattisgarh,Bastar,2025-03,7906699,38,23,1
Chhattisgarh,Bastar,2025-04,3953458,26,17,0
Chhattisgarh,Bastar,2025-05,5435368,41,54,0
Chhattisgarh,Bastar,2025-06,7906806,59,17,0
Chhattisgarh,Bastar,2025-07,4447679,21,26,0
Chhattisgarh,Bastar,2025-08,7906916,76,46,2
Chhattisgarh,Bastar,2025-09,8400921,84,45,0
Chhattisgarh,Bastar,2025-10,8401472,81,60,0
Chhattisgarh,Bastar,2025-11,8401141,58,56,0
Chhattisgarh,Bastar,2025-12,8895362,58,53,1
Chhattisgarh,Bastar,NaT,203108201,4152,1323,2
Chhattisgarh,Bemetara,2025-01,6385978,44,7,0
Chhattisgarh,Bemetara,2025-02,8353274,121,12,0
Chhattisgarh,Bemetara,2025-03,6387379,48,8,1
Chhattisgarh,Bemetara,2025-04,5404607,28,3,0
Chhattisgarh,Bemetara,2025-05,5406012,68,7,0
Chhattisgarh,Bemetara,2025-06,6388674,62,11,0
Chhattisgarh,Bemetara,2025-07,3931345,43,2,1
Chhattisgarh,Bemetara,2025-08,8842747,89,16,0
Chhattisgarh,Bemetara,2025-09,6877414,78,9,0
Chhattisgarh,Bemetara,2025-10,6877316,86,13,1
Chhattisgarh,Bemetara,2025-11,7860084,62,10,0
Chhattisgarh,Bemetara,2025-12,7370048,55,8,0
Chhattisgarh,Bemetara,NaT,162137936,1674,196,8
Chhattisgarh,Bijapur,2025-01,6922247,1692,925,703
Chhattisgarh,Bijapur,2025-02,5933352,38,42,7
Chhattisgarh,Bijapur,2025-03,5438911,12,11,74
Chhattisgarh,Bijapur,2025-04,2966679,12,15,9
Chhattisgarh,Bijapur,2025-05,4450017,29,19,14
Chhattisgarh,Bijapur,2025-06,3955576,35,8,21
Chhattisgarh,Bijapur,2025-07,2472235,18,5,0
Chhattisgarh,Bijapur,2025-08,5933367,28,36,16
Chhattisgarh,Bijapur,2025-09,3955567,34,18,10
Chhattisgarh,Bijapur,2025-10,3955574,16,15,32
Chhattisgarh,Bijapur,2025-11,3955576,20,22,9
Chhattisgarh,Bijapur,2025-12,4944460,43,31,10
Chhattisgarh,Bijapur,NaT,113722678,1624,614,457
Chhattisgarh,Bilaspur,2025-01,18324174,1291,331,11
Chhattisgarh,Bilaspur,2025-02,23772971,402,72,0
Chhattisgarh,Bilaspur,2025-03,14856953,109,24,0
Chhattisgarh,Bilaspur,2025-04,10399494,91,23,0
Chhattisgarh,Bilaspur,2025-05,18323732,158,37,0
Chhattisgarh,Bilaspur,2025-06,18817971,156,24,1
Chhattisgarh,Bilaspur,2025-07,11885277,63,18,0
Chhattisgarh,Bilaspur,2025-08,23276314,298,41,0
Chhattisgarh,Bilaspur,2025-09,20304311,252,28,0
Chhattisgarh,Bilaspur,2025-10,18819080,226,30,0
Chhattisgarh,Bilaspur,2025-11,18323741,152,35,1
Chhattisgarh,Bilaspur,2025-12,19810187,200,40,0
Chhattisgarh,Bilaspur,NaT,446695998,4092,729,6
Chhattisgarh,Dakshin Bastar Dantewada,2025-01,1977891,7,2,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-02,4450544,17,5,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-03,2966995,6,4,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-04,1977995,5,4,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-05,3955997,58,6,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-06,3461648,14,6,1
Chhattisgarh,Dakshin Bastar Dantewada,2025-07,1483446,13,0,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-08,6428543,19,6,1
Chhattisgarh,Dakshin Bastar Dantewada,2025-09,2966885,9,3,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-10,2966769,7,0,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-11,4944326,16,4,5
Chhattisgarh,Dakshin Bastar Dantewada,2025-12,2967103,4,6,0
Chhattisgarh,Dakshin Bastar Dantewada,NaT,103341497,853,126,17
Chhattisgarh,Dantewada,2025-01,1483544,3,1,0
Chhattisgarh,Dantewada,2025-02,2472558,10,3,0
Chhattisgarh,Dantewada,2025-03,2472550,13,2,0
Chhattisgarh,Dantewada,2025-04,1483553,2,4,0
Chhattisgarh,Dantewada,2025-05,3955997,24,9,0
Chhattisgarh,Dantewada,2025-06,3461553,17,5,0
Chhattisgarh,Dantewada,2025-07,1977998,19,4,0
Chhattisgarh,Dantewada,2025-08,4450548,16,15,0
Chhattisgarh,Dantewada,2025-09,4450209,15,3,0
Chhattisgarh,Dantewada,2025-10,2472447,13,9,0
Chhattisgarh,Dantewada,2025-11,2472113,6,4,0
Chhattisgarh,Dantewada,2025-12,2967000,6,4,0
Chhattisgarh,Dantewada,NaT,61811117,440,63,0
Chhattisgarh,Dhamtari,2025-01,5925623,35,2,0
Chhattisgarh,Dhamtari,2025-02,9379163,106,2,0
Chhattisgarh,Dhamtari,2025-03,6417519,65,1,0
Chhattisgarh,Dhamtari,2025-04,4444187,16,1,0
Chhattisgarh,Dhamtari,2025-05,6910833,43,4,0
Chhattisgarh,Dhamtari,2025-06,6911280,44,2,0
Chhattisgarh,Dhamtari,2025-07,3456654,17,2,0
Chhattisgarh,Dhamtari,2025-08,7404721,45,2,1
Chhattisgarh,Dhamtari,2025-09,7898941,64,2,0
Chhattisgarh,Dhamtari,2025-10,6419281,74,0,0
Chhattisgarh,Dhamtari,2025-11,6415394,56,2,0
Chhattisgarh,Dhamtari,2025-12,7897060,44,1,0
Chhattisgarh,Dhamtari,NaT,158473526,1267,68,2
Chhattisgarh,Durg,2025-01,12262859,792,144,26
Chhattisgarh,Durg,2025-02,22565316,149,22,0
Chhattisgarh,Durg,2025-03,13245741,55,15,0
Chhattisgarh,Durg,2025-04,9320735,30,2,5
Chhattisgarh,Durg,2025-05,14714749,73,6,0
Chhattisgarh,Durg,2025-06,9811921,27,7,2
Chhattisgarh,Durg,2025-07,9318550,33,4,0
Chhattisgarh,Durg,2025-08,19618053,121,21,2
Chhattisgarh,Durg,2025-09,14227056,79,14,1
Chhattisgarh,Durg,2025-10,17166091,98,10,3
Chhattisgarh,Durg,2025-11,14224534,76,13,1
Chhattisgarh,Durg,2025-12,13735821,87,13,0
Chhattisgarh,Durg,NaT,337003592,1908,249,7
Chhattisgarh,Gariyaband,2025-01,7404881,34,5,0
Chhattisgarh,Gariyaband,2025-02,10372118,61,4,0
Chhattisgarh,Gariyaband,2025-03,5925980,28,1,0
Chhattisgarh,Gariyaband,2025-04,5431313,25,6,0
Chhattisgarh,Gariyaband,2025-05,4443875,23,5,0
Chhattisgarh,Gariyaband,2025-06,7902983,30,6,0
Chhattisgarh,Gariyaband,2025-07,4444989,18,3,0
Chhattisgarh,Gariyaband,2025-08,10371860,58,4,0
Chhattisgarh,Gariyaband,2025-09,8891202,65,8,0
Chhattisgarh,Gariyaband,2025-10,7408651,39,9,0
Chhattisgarh,Gariyaband,2025-11,6414088,22,8,0
Chhattisgarh,Gariyaband,2025-12,8896240,34,13,0
Chhattisgarh,Gariyaband,NaT,174313054,870,157,6
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-01,990236,4,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-02,1485353,3,1,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-03,990236,7,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-04,495119,0,1,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-05,1485355,2,2,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-07,1485356,4,1,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-08,1485354,3,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-09,1485355,5,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-10,990236,3,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-11,990236,2,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,2025-12,1485355,3,0,0
Chhattisgarh,Gaurela-Pendra-Marwahi,NaT,29211977,79,15,5
Chhattisgarh,Gaurella Pendra Marwahi,2025-01,1485354,623,290,70
Chhattisgarh,Janjgir - Champa,2025-02,495556,1,0,0
Chhattisgarh,Janjgir - Champa,2025-03,495668,1,0,0
Chhattisgarh,Janjgir - Champa,2025-04,495689,1,0,0
Chhattisgarh,Janjgir - Champa,2025-05,495668,1,0,0
Chhattisgarh,Janjgir - Champa,2025-08,495668,1,0,0
Chhattisgarh,Janjgir - Champa,2025-09,495668,1,0,0
Chhattisgarh,Janjgir - Champa,2025-10,495668,1,0,0
Chhattisgarh,Janjgir - Champa,2025-12,991224,3,0,0
Chhattisgarh,Janjgir - Champa,NaT,7434839,22,1,0
Chhattisgarh,Janjgir Champa,2025-02,495556,0,1,0
Chhattisgarh,Janjgir Champa,2025-03,991339,2,0,0
Chhattisgarh,Janjgir Champa,2025-06,991224,2,0,0
Chhattisgarh,Janjgir Champa,2025-08,991224,2,0,0
Chhattisgarh,Janjgir Champa,2025-09,495668,1,0,0
Chhattisgarh,Janjgir Champa,2025-11,495552,1,0,0
Chhattisgarh,Janjgir Champa,NaT,7929967,13,3,0
Chhattisgarh,Janjgir-Champa,2025-01,12886270,100,22,0
Chhattisgarh,Janjgir-Champa,2025-02,18338017,198,23,0
Chhattisgarh,Janjgir-Champa,2025-03,12886176,80,16,0
Chhattisgarh,Janjgir-Champa,2025-04,8425543,49,12,0
Chhattisgarh,Janjgir-Champa,2025-05,11399234,78,9,0
Chhattisgarh,Janjgir-Champa,2025-06,16851351,102,11,0
Chhattisgarh,Janjgir-Champa,2025-07,11894589,44,5,0
Chhattisgarh,Janjgir-Champa,2025-08,17842827,164,27,1
Chhattisgarh,Janjgir-Champa,2025-09,15364683,145,24,0
Chhattisgarh,Janjgir-Champa,2025-10,15860018,139,18,0
Chhattisgarh,Janjgir-Champa,2025-11,15364303,98,15,0
Chhattisgarh,Janjgir-Champa,2025-12,16851347,135,25,0
Chhattisgarh,Janjgir-Champa,NaT,369738334,2734,365,0
Chhattisgarh,Jashpur,2025-01,9429147,44,12,0
Chhattisgarh,Jashpur,2025-02,13398792,55,60,0
Chhattisgarh,Jashpur,2025-03,8932850,39,8,0
Chhattisgarh,Jashpur,2025-04,1985225,3,1,0
Chhattisgarh,Jashpur,2025-05,6947593,43,25,0
Chhattisgarh,Jashpur,2025-06,7940196,28,11,0
Chhattisgarh,Jashpur,2025-07,5458832,16,21,0
Chhattisgarh,Jashpur,2025-08,13399112,59,44,0
Chhattisgarh,Jashpur,2025-09,12902657,87,36,0
Chhattisgarh,Jashpur,2025-10,9925295,29,26,0
Chhattisgarh,Jashpur,2025-11,9925180,47,20,0
Chhattisgarh,Jashpur,2025-12,10917647,57,31,0
Chhattisgarh,Jashpur,NaT,241181667,1159,580,2
Chhattisgarh,Kabeerdham,2025-01,2458221,14,1,0
Chhattisgarh,Kabeerdham,2025-02,3933004,39,7,0
Chhattisgarh,Kabeerdham,2025-03,2458221,14,1,0
Chhattisgarh,Kabeerdham,2025-04,1966778,12,1,0
Chhattisgarh,Kabeerdham,2025-05,2949780,26,3,0
Chhattisgarh,Kabeerdham,2025-06,2458221,12,3,2
Chhattisgarh,Kabeerdham,2025-07,1966885,9,1,1
Chhattisgarh,Kabeerdham,2025-08,2949780,22,1,0
Chhattisgarh,Kabeerdham,2025-09,2949780,26,1,0
Chhattisgarh,Kabeerdham,2025-10,2457785,25,2,0
Chhattisgarh,Kabeerdham,2025-11,2949780,18,0,0
Chhattisgarh,Kabeerdham,2025-12,2949780,25,4,0
Chhattisgarh,Kabeerdham,NaT,66864902,618,67,0
Chhattisgarh,Kanker,2025-01,3462669,8,2,0
Chhattisgarh,Kanker,2025-02,12364193,67,10,0
Chhattisgarh,Kanker,2025-03,8407306,41,11,0
Chhattisgarh,Kanker,2025-04,5440198,28,7,0
Chhattisgarh,Kanker,2025-05,7418397,41,7,0
Chhattisgarh,Kanker,2025-06,8902490,46,9,1
Chhattisgarh,Kanker,2025-07,4451191,17,3,0
Chhattisgarh,Kanker,2025-08,7419296,30,9,0
Chhattisgarh,Kanker,2025-09,9891498,38,6,0
Chhattisgarh,Kanker,2025-10,7418641,36,7,0
Chhattisgarh,Kanker,2025-11,8407822,27,11,0
Chhattisgarh,Kanker,2025-12,8408381,49,5,0
Chhattisgarh,Kanker,NaT,205239756,998,190,1
Chhattisgarh,Kawardha,2025-01,3441668,26,7,0
Chhattisgarh,Kawardha,2025-02,4917110,151,17,0
Chhattisgarh,Kawardha,2025-03,2950332,33,6,0
Chhattisgarh,Kawardha,2025-04,1966778,20,6,0
Chhattisgarh,Kawardha,2025-05,2950332,62,4,0
Chhattisgarh,Kawardha,2025-06,3933556,42,5,0
Chhattisgarh,Kawardha,2025-07,1966885,21,3,0
Chhattisgarh,Kawardha,2025-08,3933663,70,6,0
Chhattisgarh,Kawardha,2025-09,3933556,73,8,0
Chhattisgarh,Kawardha,2025-10,3442220,57,8,0
Chhattisgarh,Kawardha,2025-11,3442220,44,7,0
Chhattisgarh,Kawardha,2025-12,2458444,41,8,0
Chhattisgarh,Kawardha,NaT,79659620,1244,172,1
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-01,983766,0,3,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-02,3442312,15,2,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-03,1967098,7,1,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-04,491881,0,1,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-05,491888,3,0,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-06,1967542,5,3,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-07,983769,2,1,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-08,3934189,8,4,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09,983766,2,0,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10,1475661,6,0,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11,1475654,2,1,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,1475654,3,1,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,NaT,43281014,130,46,0
Chhattisgarh,Kondagaon,2025-01,2965487,18,3,0
Chhattisgarh,Kondagaon,2025-02,5436937,65,44,0
Chhattisgarh,Kondagaon,2025-03,3954148,21,15,0
Chhattisgarh,Kondagaon,2025-04,3459804,36,13,0
Chhattisgarh,Kondagaon,2025-05,5931169,72,39,0
Chhattisgarh,Kondagaon,2025-06,5931182,69,26,0
Chhattisgarh,Kondagaon,2025-07,3459816,29,15,0
Chhattisgarh,Kondagaon,2025-08,5931182,50,31,0
Chhattisgarh,Kondagaon,2025-09,6425516,78,26,1
Chhattisgarh,Kondagaon,2025-10,4943045,63,27,0
Chhattisgarh,Kondagaon,2025-11,5436835,35,25,0
Chhattisgarh,Kondagaon,2025-12,3953927,58,19,0
Chhattisgarh,Kondagaon,NaT,124554005,1381,771,8
Chhattisgarh,Korba,2025-01,9910025,68,14,0
Chhattisgarh,Korba,2025-02,14369890,121,19,0
Chhattisgarh,Korba,2025-03,11397052,78,19,0
Chhattisgarh,Korba,2025-04,6937659,21,4,0
Chhattisgarh,Korba,2025-05,10406395,64,16,0
Chhattisgarh,Korba,2025-06,13379443,70,18,0
Chhattisgarh,Korba,2025-07,8423670,32,4,1
Chhattisgarh,Korba,2025-08,16351910,139,19,0
Chhattisgarh,Korba,2025-09,12883070,119,9,0
Chhattisgarh,Korba,2025-10,11396953,115,17,1
Chhattisgarh,Korba,2025-11,14370128,91,12,1
Chhattisgarh,Korba,2025-12,9415255,89,10,0
Chhattisgarh,Korba,NaT,302266208,2033,328,10
Chhattisgarh,Koriya,2025-01,3979464,28,6,0
Chhattisgarh,Koriya,2025-02,8457021,35,40,0
Chhattisgarh,Koriya,2025-03,5969243,20,14,0
Chhattisgarh,Koriya,2025-04,1989455,2,5,0
Chhattisgarh,Koriya,2025-05,5969024,19,11,0
Chhattisgarh,Koriya,2025-06,4476793,16,3,0
Chhattisgarh,Koriya,2025-07,2487343,7,6,0
Chhattisgarh,Koriya,2025-08,10944587,60,16,0
Chhattisgarh,Koriya,2025-09,8954905,45,13,0
Chhattisgarh,Koriya,2025-10,5970230,25,15,0
Chhattisgarh,Koriya,2025-11,9452125,33,21,0
Chhattisgarh,Koriya,2025-12,9452242,61,26,1
Chhattisgarh,Koriya,NaT,164161950,907,328,0
Chhattisgarh,Mahasamund,2025-01,5920781,75,14,0
Chhattisgarh,Mahasamund,2025-02,6906448,87,28,0
Chhattisgarh,Mahasamund,2025-03,6414336,87,13,0
Chhattisgarh,Mahasamund,2025-04,2961112,42,8,1
Chhattisgarh,Mahasamund,2025-05,6412894,57,12,0
Chhattisgarh,Mahasamund,2025-06,5920781,54,7,0
Chhattisgarh,Mahasamund,2025-07,5920781,41,11,0
Chhattisgarh,Mahasamund,2025-08,7399787,101,12,0
Chhattisgarh,Mahasamund,2025-09,6906448,98,15,0
Chhattisgarh,Mahasamund,2025-10,6414336,106,20,0
Chhattisgarh,Mahasamund,2025-11,6412893,88,16,0
Chhattisgarh,Mahasamund,2025-12,6906448,67,16,1
Chhattisgarh,Mahasamund,NaT,152941427,1870,391,23
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-01,1990233,7,3,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-02,2487789,7,16,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-03,1492998,7,0,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-05,1990447,7,2,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-06,1493005,2,1,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-07,497778,1,0,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-08,2487889,6,4,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09,2487889,6,3,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,995227,2,0,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11,1990447,5,5,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12,1990118,4,2,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,NaT,49758815,134,70,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-02,491229,1,1,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-07,491665,1,0,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-11,491668,1,0,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,NaT,4424993,7,3,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-01,982458,1,1,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-02,2457896,5,4,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-03,1965791,3,2,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-04,1474562,1,1,1
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-05,982895,1,1,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-06,983334,3,1,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-07,982895,4,0,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-08,2457454,5,6,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09,3440788,9,3,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10,2949562,8,1,1
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-11,1474126,4,3,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-12,2457893,5,2,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,NaT,43253086,113,68,2
Chhattisgarh,Mungeli,2025-01,4457561,57,12,1
Chhattisgarh,Mungeli,2025-02,5447789,114,14,0
Chhattisgarh,Mungeli,2025-03,3466787,31,3,0
Chhattisgarh,Mungeli,2025-04,2476338,21,2,0
Chhattisgarh,Mungeli,2025-05,3962228,72,10,0
Chhattisgarh,Mungeli,2025-06,4952676,42,11,0
Chhattisgarh,Mungeli,2025-07,3466787,34,9,0
Chhattisgarh,Mungeli,2025-08,5943125,106,21,0
Chhattisgarh,Mungeli,2025-09,4952676,107,19,1
Chhattisgarh,Mungeli,2025-10,5447789,83,7,0
Chhattisgarh,Mungeli,2025-11,4952676,80,5,0
Chhattisgarh,Mungeli,2025-12,4952676,70,9,0
Chhattisgarh,Mungeli,NaT,119852380,1783,233,0
Chhattisgarh,Narayanpur,2025-01,989322,8,9,0
Chhattisgarh,Narayanpur,2025-02,989322,15,10,0
Chhattisgarh,Narayanpur,2025-03,989322,12,5,0
Chhattisgarh,Narayanpur,2025-04,989322,6,1,0
Chhattisgarh,Narayanpur,2025-05,989322,13,15,0
Chhattisgarh,Narayanpur,2025-06,989322,5,6,0
Chhattisgarh,Narayanpur,2025-07,494661,6,5,0
Chhattisgarh,Narayanpur,2025-08,989322,18,9,0
Chhattisgarh,Narayanpur,2025-09,989322,7,13,0
Chhattisgarh,Narayanpur,2025-10,989322,10,13,0
Chhattisgarh,Narayanpur,2025-11,989322,7,4,0
Chhattisgarh,Narayanpur,2025-12,989322,10,5,0
Chhattisgarh,Narayanpur,NaT,23249067,331,211,8
Chhattisgarh,Raigarh,2025-01,9925351,1382,187,23
Chhattisgarh,Raigarh,2025-02,13399104,120,19,0
Chhattisgarh,Raigarh,2025-03,10421112,108,8,1
Chhattisgarh,Raigarh,2025-04,7444329,36,5,0
Chhattisgarh,Raigarh,2025-05,11414325,93,7,0
Chhattisgarh,Raigarh,2025-06,12407308,97,12,0
Chhattisgarh,Raigarh,2025-07,10422869,72,3,0
Chhattisgarh,Raigarh,2025-08,12406104,116,25,0
Chhattisgarh,Raigarh,2025-09,11414989,121,7,0
Chhattisgarh,Raigarh,2025-10,13399864,91,13,0
Chhattisgarh,Raigarh,2025-11,10917888,79,14,0
Chhattisgarh,Raigarh,2025-12,10918541,81,9,0
Chhattisgarh,Raigarh,NaT,272463881,1898,316,13
Chhattisgarh,Raipur,2025-01,16751305,396,27,11
Chhattisgarh,Raipur,2025-02,23646244,225,64,0
Chhattisgarh,Raipur,2025-03,17243970,105,19,0
Chhattisgarh,Raipur,2025-04,12810384,97,10,0
Chhattisgarh,Raipur,2025-05,20689773,185,28,0
Chhattisgarh,Raipur,2025-06,22168234,162,19,2
Chhattisgarh,Raipur,2025-07,15268842,88,17,0
Chhattisgarh,Raipur,2025-08,22660473,220,34,0
Chhattisgarh,Raipur,2025-09,25123117,219,19,0
Chhattisgarh,Raipur,2025-10,21673201,216,31,0
Chhattisgarh,Raipur,2025-11,19704084,161,19,0
Chhattisgarh,Raipur,2025-12,22169893,182,22,0
Chhattisgarh,Raipur,NaT,470494701,3949,470,44
Chhattisgarh,Rajnandgaon,2025-01,8848866,52,6,0
Chhattisgarh,Rajnandgaon,2025-02,11307194,152,24,0
Chhattisgarh,Rajnandgaon,2025-03,7865637,90,7,1
Chhattisgarh,Rajnandgaon,2025-04,5407542,55,6,0
Chhattisgarh,Rajnandgaon,2025-05,8357422,111,18,0
Chhattisgarh,Rajnandgaon,2025-06,9831975,91,10,0
Chhattisgarh,Rajnandgaon,2025-07,6390983,82,4,0
Chhattisgarh,Rajnandgaon,2025-08,12781543,116,12,0
Chhattisgarh,Rajnandgaon,2025-09,12290310,117,12,0
Chhattisgarh,Rajnandgaon,2025-10,11307416,105,15,0
Chhattisgarh,Rajnandgaon,2025-11,12290088,80,9,1
Chhattisgarh,Rajnandgaon,2025-12,11307196,75,11,0
Chhattisgarh,Rajnandgaon,NaT,248752729,2665,237,21
Chhattisgarh,Sakti,2025-01,3965526,15,1,1
Chhattisgarh,Sakti,2025-02,3965498,17,3,0
Chhattisgarh,Sakti,2025-03,1487072,3,1,1
Chhattisgarh,Sakti,2025-04,2478426,6,4,0
Chhattisgarh,Sakti,2025-05,2478426,5,2,0
Chhattisgarh,Sakti,2025-06,3469807,13,0,0
Chhattisgarh,Sakti,2025-07,495691,0,1,0
Chhattisgarh,Sakti,2025-08,4461158,15,6,0
Chhattisgarh,Sakti,2025-09,4461194,16,5,0
Chhattisgarh,Sakti,2025-10,4956906,18,1,0
Chhattisgarh,Sakti,2025-11,4461184,11,5,0
Chhattisgarh,Sakti,2025-12,3469842,6,1,0
Chhattisgarh,Sakti,NaT,86745171,248,50,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-01,493338,1,0,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-02,986560,3,0,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-03,1482894,3,1,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-05,1976673,3,2,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-06,986781,1,1,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-07,493338,1,0,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-08,1979778,3,2,1
Chhattisgarh,Sarangarh-Bilaigarh,2025-09,1486440,2,1,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-10,1486117,2,1,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-11,493338,1,0,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-12,1976569,4,0,0
Chhattisgarh,Sarangarh-Bilaigarh,NaT,50967370,135,16,2
Chhattisgarh,Sukma,2025-01,5435282,604,312,98
Chhattisgarh,Sukma,2025-02,3458809,15,18,1
Chhattisgarh,Sukma,2025-03,3458810,12,4,0
Chhattisgarh,Sukma,2025-04,1976462,6,3,0
