state,district,year_month,pincode,bio_age_5_17,bio_age_17_,month,pincode_lag_1,pincode_lag_2,pincode_lag_12,bio_age_5_17_lag_1,bio_age_5_17_lag_2,bio_age_5_17_lag_12,bio_age_17__lag_1,bio_age_17__lag_2,bio_age_17__lag_12,pincode_roll_3,pincode_roll_6,bio_age_5_17_roll_3,bio_age_5_17_roll_6,bio_age_17__roll_3,bio_age_17__roll_6,pincode_growth,bio_age_5_17_growth,bio_age_17__growth
Haryana,Bhiwani,2025-11-01,9913917,749,874,11.0,10040528.0,10294165.0,,591.0,644.0,,794.0,891.0,,10082870.0,9553492.5,661.3333333333334,577.8333333333334,853.0,748.0,-0.01260999421544362,0.26734348561759735,0.10075566750629728
Haryana,Bhiwani,2025-12-01,9024461,598,649,12.0,9913917.0,10040528.0,,749.0,591.0,,874.0,794.0,,9659635.333333334,9341675.0,646.0,565.3333333333334,772.3333333333334,708.8333333333334,-0.0897179187600623,-0.2016021361815754,-0.2574370709382151
Haryana,Bhiwani,,137015182,8077,9389,,9024461.0,9913917.0,25674468.0,598.0,749.0,23557.0,649.0,874.0,40504.0,51984520.0,31012510.0,3141.3333333333335,1860.6666666666667,3637.3333333333335,2207.0,14.18264437067211,12.506688963210703,13.466872110939908
Haryana,Charkhi Dadri,2025-01-01,9030527,1731,4831,1.0,,,,,,,,,,,,,,,,,,
Haryana,Charkhi Dadri,2025-02-01,3688039,68,81,2.0,9030527.0,,,1731.0,,,4831.0,,,,,,,,,-0.5916031257090533,-0.9607163489312536,-0.9832332850341544
Haryana,Charkhi Dadri,2025-03-01,4324027,76,120,3.0,3688039.0,9030527.0,,68.0,1731.0,,81.0,4831.0,,5680864.333333333,,625.0,,1677.3333333333333,,0.17244611567285495,0.11764705882352944,0.4814814814814814
Haryana,Charkhi Dadri,2025-04-01,3179931,32,68,4.0,4324027.0,3688039.0,,76.0,68.0,,120.0,81.0,,3730665.6666666665,,58.666666666666664,,89.66666666666667,,-0.2645903922431566,-0.5789473684210527,-0.43333333333333335
Haryana,Charkhi Dadri,2025-05-01,3179920,37,51,5.0,3179931.0,4324027.0,,32.0,76.0,,68.0,120.0,,3561292.6666666665,,48.333333333333336,,79.66666666666667,,-3.459194554800149e-06,0.15625,-0.25
Haryana,Charkhi Dadri,2025-06-01,3688054,40,74,6.0,3179920.0,3179931.0,,37.0,32.0,,51.0,68.0,,3349301.6666666665,4515083.0,36.333333333333336,330.6666666666667,64.33333333333333,870.8333333333334,0.15979458602732155,0.08108108108108114,0.4509803921568627
Haryana,Charkhi Dadri,2025-07-01,2670963,30,54,7.0,3688054.0,3179920.0,,40.0,37.0,,74.0,51.0,,3179645.6666666665,3455155.6666666665,35.666666666666664,47.166666666666664,59.666666666666664,74.66666666666667,-0.2757798557179477,-0.25,-0.2702702702702703
Haryana,Charkhi Dadri,2025-08-01,3815627,60,89,8.0,2670963.0,3688054.0,,30.0,40.0,,54.0,74.0,,3391548.0,3476420.3333333335,43.333333333333336,45.833333333333336,72.33333333333333,76.0,0.4285585386244586,1.0,0.6481481481481481
Haryana,Charkhi Dadri,2025-09-01,4069942,68,97,9.0,3815627.0,2670963.0,,60.0,30.0,,89.0,54.0,,3518844.0,3434072.8333333335,52.666666666666664,44.5,80.0,72.16666666666667,0.06665090691516751,0.1333333333333333,0.0898876404494382
Haryana,Charkhi Dadri,2025-10-01,3688581,41,85,10.0,4069942.0,3815627.0,,68.0,60.0,,97.0,89.0,,3858050.0,3518847.8333333335,56.333333333333336,46.0,90.33333333333333,75.0,-0.09370182670907845,-0.3970588235294118,-0.12371134020618557
Haryana,Charkhi Dadri,2025-11-01,4069682,64,92,11.0,3688581.0,4069942.0,,41.0,68.0,,85.0,97.0,,3942735.0,3667141.5,57.666666666666664,50.5,91.33333333333333,81.83333333333333,0.10331913546157723,0.5609756097560976,0.08235294117647052
Haryana,Charkhi Dadri,2025-12-01,3433970,42,78,12.0,4069682.0,3688581.0,,64.0,41.0,,92.0,85.0,,3730744.3333333335,3624794.1666666665,49.0,50.833333333333336,85.0,82.5,-0.15620679945017812,-0.34375,-0.15217391304347827
Haryana,Charkhi Dadri,,48838958,734,1045,,3433970.0,4069682.0,9030527.0,42.0,64.0,1731.0,78.0,92.0,4831.0,18780870.0,11319460.0,280.0,168.16666666666666,405.0,247.66666666666666,13.222301883825427,16.476190476190474,12.397435897435898
Haryana,Faridabad,2025-01-01,13191340,33679,40198,1.0,,,,,,,,,,,,,,,,,,
Haryana,Faridabad,2025-02-01,4961837,1380,1030,2.0,13191340.0,,,33679.0,,,40198.0,,,,,,,,,-0.6238564846331003,-0.9590249116660233,-0.9743768346683914
Haryana,Faridabad,2025-03-01,5204049,1103,956,3.0,4961837.0,13191340.0,,1380.0,33679.0,,1030.0,40198.0,,7785742.0,,12054.0,,14061.333333333334,,0.048814985256468546,-0.20072463768115945,-0.07184466019417479
Haryana,Faridabad,2025-04-01,4356701,893,673,4.0,5204049.0,4961837.0,,1103.0,1380.0,,956.0,1030.0,,4840862.333333333,,1125.3333333333333,,886.3333333333334,,-0.1628247543403223,-0.19038984587488672,-0.2960251046025104
Haryana,Faridabad,2025-05-01,4598722,837,702,5.0,4356701.0,5204049.0,,893.0,1103.0,,673.0,956.0,,4719824.0,,944.3333333333334,,777.0,,0.05555143674078167,-0.06270996640537518,0.043090638930163516
Haryana,Faridabad,2025-06-01,5809283,1110,828,6.0,4598722.0,4356701.0,,837.0,893.0,,702.0,673.0,,4921568.666666667,6353655.333333333,946.6666666666666,6500.333333333333,734.3333333333334,7397.833333333333,0.26323856932426004,0.3261648745519714,0.17948717948717952
Haryana,Faridabad,2025-07-01,4598718,635,484,7.0,5809283.0,4598722.0,,1110.0,837.0,,828.0,702.0,,5002241.0,4921551.666666667,860.6666666666666,993.0,671.3333333333334,778.8333333333334,-0.2083845803346127,-0.4279279279279279,-0.4154589371980676
Haryana,Faridabad,2025-08-01,4961848,846,793,8.0,4598718.0,5809283.0,,635.0,1110.0,,484.0,828.0,,5123283.0,4921553.5,863.6666666666666,904.0,701.6666666666666,739.3333333333334,0.0789633110793051,0.33228346456692903,0.6384297520661157
Haryana,Faridabad,2025-09-01,5567364,1257,972,9.0,4961848.0,4598718.0,,846.0,635.0,,793.0,484.0,,5042643.333333333,4982106.0,912.6666666666666,929.6666666666666,749.6666666666666,742.0,0.12203437106497428,0.4858156028368794,0.22572509457755352
Haryana,Faridabad,2025-10-01,5567176,1154,930,10.0,5567364.0,4961848.0,,1257.0,846.0,,972.0,793.0,,5365462.666666667,5183851.833333333,1085.6666666666667,973.1666666666666,898.3333333333334,784.8333333333334,-3.376822496248266e-05,-0.08194112967382661,-0.043209876543209846
Haryana,Faridabad,2025-11-01,5567274,1240,1026,11.0,5567176.0,5567364.0,,1154.0,1257.0,,930.0,972.0,,5567271.333333333,5345277.166666667,1217.0,1040.3333333333333,976.0,838.8333333333334,1.7603179780945055e-05,0.07452339688041598,0.10322580645161294
Haryana,Faridabad,2025-12-01,5082851,1170,981,12.0,5567274.0,5567176.0,,1240.0,1154.0,,1026.0,930.0,,5405767.0,5224205.166666667,1188.0,1050.3333333333333,979.0,864.3333333333334,-0.08701260257713206,-0.056451612903225756,-0.04385964912280704
Haryana,Faridabad,,75154258,13672,10402,,5082851.0,5567274.0,13191340.0,1170.0,1240.0,33679.0,981.0,1026.0,40198.0,28601461.0,16983461.833333332,5360.666666666667,3223.1666666666665,4136.333333333333,2517.3333333333335,13.785847155464522,10.685470085470085,9.603465851172274
Haryana,Fatehabad,2025-01-01,10757396,18632,25815,1.0,,,,,,,,,,,,,,,,,,
Haryana,Fatehabad,2025-02-01,3627389,382,368,2.0,10757396.0,,,18632.0,,,25815.0,,,,,,,,,-0.6628004584008993,-0.979497638471447,-0.9857447220608173
Haryana,Fatehabad,2025-03-01,4628101,532,655,3.0,3627389.0,10757396.0,,382.0,18632.0,,368.0,25815.0,,6337628.666666667,,6515.333333333333,,8946.0,,0.2758766705197595,0.39267015706806285,0.7798913043478262
Haryana,Fatehabad,2025-04-01,4377877,404,566,4.0,4628101.0,3627389.0,,532.0,382.0,,655.0,368.0,,4211122.333333333,,439.3333333333333,,529.6666666666666,,-0.05406623580600334,-0.24060150375939848,-0.1358778625954199
Haryana,Fatehabad,2025-05-01,3502345,295,386,5.0,4377877.0,4628101.0,,404.0,532.0,,566.0,655.0,,4169441.0,,410.3333333333333,,535.6666666666666,,-0.199990086519105,-0.2698019801980198,-0.3180212014134276
Haryana,Fatehabad,2025-06-01,4502984,410,485,6.0,3502345.0,4377877.0,,295.0,404.0,,386.0,566.0,,4127735.3333333335,5232682.0,369.6666666666667,3442.5,479.0,4712.5,0.2857054345017409,0.38983050847457634,0.25647668393782386
Haryana,Fatehabad,2025-07-01,2626776,234,304,7.0,4502984.0,3502345.0,,410.0,295.0,,485.0,386.0,,3544035.0,3877578.6666666665,313.0,376.1666666666667,391.6666666666667,460.6666666666667,-0.4166588200180147,-0.4292682926829269,-0.3731958762886598
Haryana,Fatehabad,2025-08-01,4503039,400,590,8.0,2626776.0,4502984.0,,234.0,410.0,,304.0,485.0,,3877599.6666666665,4023520.3333333335,348.0,379.1666666666667,459.6666666666667,497.6666666666667,0.7142835932717522,0.7094017094017093,0.9407894736842106
Haryana,Fatehabad,2025-09-01,3502523,324,482,9.0,4503039.0,2626776.0,,400.0,234.0,,590.0,304.0,,3544112.6666666665,3835924.0,319.3333333333333,344.5,458.6666666666667,468.8333333333333,-0.22218683871047973,-0.18999999999999995,-0.18305084745762712
Haryana,Fatehabad,2025-10-01,4002788,382,554,10.0,3502523.0,4503039.0,,324.0,400.0,,482.0,590.0,,4002783.3333333335,3773409.1666666665,368.6666666666667,340.8333333333333,542.0,466.8333333333333,0.14282989719125339,0.17901234567901225,0.14937759336099576
Haryana,Fatehabad,2025-11-01,4377936,539,633,11.0,4002788.0,3502523.0,,382.0,324.0,,554.0,482.0,,3961082.3333333335,3919341.0,415.0,381.5,556.3333333333334,508.0,0.09372167599183379,0.4109947643979057,0.14259927797833938
Haryana,Fatehabad,2025-12-01,4127751,561,770,12.0,4377936.0,4002788.0,,539.0,382.0,,633.0,554.0,,4169491.6666666665,3856802.1666666665,494.0,406.6666666666667,652.3333333333334,555.5,-0.05714679246110499,0.04081632653061229,0.2164296998420221
Haryana,Fatehabad,,61416462,6769,8322,,4127751.0,4377936.0,10757396.0,561.0,539.0,18632.0,770.0,633.0,25815.0,23307383.0,13655083.166666666,2623.0,1495.8333333333333,3241.6666666666665,1891.8333333333333,13.878916388125155,11.065953654188949,9.807792207792208
Haryana,Gurgaon,2025-01-01,22235640,19950,24153,1.0,,,,,,,,,,,,,,,,,,
Haryana,Gurgaon,2025-02-01,9284905,734,508,2.0,22235640.0,,,19950.0,,,24153.0,,,,,,,,,-0.5824314029189175,-0.9632080200501253,-0.9789674160559765
Haryana,Gurgaon,2025-03-01,9895410,608,562,3.0,9284905.0,22235640.0,,734.0,19950.0,,508.0,24153.0,,13805318.333333334,,7097.333333333333,,8407.666666666666,,0.06575242288424055,-0.17166212534059944,0.10629921259842523
Haryana,Gurgaon,2025-04-01,9284978,377,318,4.0,9895410.0,9284905.0,,608.0,734.0,,562.0,508.0,,9488431.0,,573.0,,462.6666666666667,,-0.06168839896477252,-0.3799342105263158,-0.4341637010676157
Haryana,Gurgaon,2025-05-01,8555057,468,398,5.0,9284978.0,9895410.0,,377.0,608.0,,318.0,562.0,,9245148.333333334,,484.3333333333333,,426.0,,-0.07861311033801044,0.24137931034482762,0.2515723270440251
Haryana,Gurgaon,2025-06-01,9896171,677,485,6.0,8555057.0,9284978.0,,468.0,377.0,,398.0,318.0,,9245402.0,11525360.166666666,507.3333333333333,3802.3333333333335,400.3333333333333,4404.0,0.15676271940677888,0.44658119658119655,0.2185929648241205
Haryana,Gurgaon,2025-07-01,7939895,352,332,7.0,9896171.0,8555057.0,,677.0,468.0,,485.0,398.0,,8797041.0,9142736.0,499.0,536.0,405.0,433.8333333333333,-0.1976800926338076,-0.4800590841949779,-0.3154639175257732
Haryana,Gurgaon,2025-08-01,8797483,444,425,8.0,7939895.0,9896171.0,,352.0,677.0,,332.0,485.0,,8877849.666666666,9061499.0,491.0,487.6666666666667,414.0,420.0,0.1080099925754685,0.26136363636363646,0.2801204819277108
Haryana,Gurgaon,2025-09-01,9409058,624,486,9.0,8797483.0,7939895.0,,444.0,352.0,,425.0,332.0,,8715478.666666666,8980440.333333334,473.3333333333333,490.3333333333333,414.3333333333333,407.3333333333333,0.06951704254500979,0.4054054054054055,0.1435294117647059
Haryana,Gurgaon,2025-10-01,9407722,678,470,10.0,9409058.0,8797483.0,,624.0,444.0,,486.0,425.0,,9204754.333333334,9000897.666666666,582.0,540.5,460.3333333333333,432.6666666666667,-0.00014199083478916297,0.08653846153846145,-0.03292181069958844
Haryana,Gurgaon,2025-11-01,9408038,670,576,11.0,9407722.0,9409058.0,,678.0,624.0,,470.0,486.0,,9408272.666666666,9143061.166666666,657.3333333333334,574.1666666666666,510.6666666666667,462.3333333333333,3.358942791886754e-05,-0.01179941002949858,0.225531914893617
Haryana,Gurgaon,2025-12-01,9039644,767,537,12.0,9408038.0,9407722.0,,670.0,678.0,,576.0,470.0,,9285134.666666666,9000306.666666666,705.0,589.1666666666666,527.6666666666666,471.0,-0.03915736734906894,0.14477611940298507,-0.06770833333333337
Haryana,Gurgaon,,127919013,8896,6296,,9039644.0,9408038.0,22235640.0,767.0,670.0,19950.0,537.0,576.0,24153.0,48788898.333333336,28996826.333333332,3444.3333333333335,2013.1666666666667,2469.6666666666665,1465.0,13.150890566044415,10.598435462842243,10.7243947858473
Haryana,Hisar,2025-01-01,17133398,32770,41970,1.0,,,,,,,,,,,,,,,,,,
Haryana,Hisar,2025-02-01,6129222,830,908,2.0,17133398.0,,,32770.0,,,41970.0,,,,,,,,,-0.6422646576003196,-0.9746719560573696,-0.978365499166071
Haryana,Hisar,2025-03-01,7379697,776,937,3.0,6129222.0,17133398.0,,830.0,32770.0,,908.0,41970.0,,10214105.666666666,,11458.666666666666,,14605.0,,0.20401855243618194,-0.06506024096385543,0.0319383259911894
Haryana,Hisar,2025-04-01,6627482,612,550,4.0,7379697.0,6129222.0,,776.0,830.0,,937.0,908.0,,6712133.666666667,,739.3333333333334,,798.3333333333334,,-0.10193033670623608,-0.21134020618556704,-0.4130202774813234
Haryana,Hisar,2025-05-01,6254387,740,714,5.0,6627482.0,7379697.0,,612.0,776.0,,550.0,937.0,,6753855.333333333,,709.3333333333334,,733.6666666666666,,-0.056295135920399364,0.20915032679738554,0.2981818181818181
Haryana,Hisar,2025-06-01,7627898,1154,960,6.0,6254387.0,6627482.0,,740.0,612.0,,714.0,550.0,,6836589.0,8525347.333333334,835.3333333333334,6147.0,741.3333333333334,7673.166666666667,0.2196076130242659,0.5594594594594595,0.34453781512605053
Haryana,Hisar,2025-07-01,5626957,643,540,7.0,7627898.0,6254387.0,,1154.0,740.0,,960.0,714.0,,6503080.666666667,6607607.166666667,845.6666666666666,792.5,738.0,768.1666666666666,-0.26231879346053133,-0.4428076256499134,-0.4375
Haryana,Hisar,2025-08-01,6252374,743,749,8.0,5626957.0,7627898.0,,643.0,1154.0,,540.0,960.0,,6502409.666666667,6628132.5,846.6666666666666,778.0,749.6666666666666,741.6666666666666,0.11114657531592997,0.15552099533437014,0.38703703703703707
Haryana,Hisar,2025-09-01,6627415,952,939,9.0,6252374.0,5626957.0,,743.0,643.0,,749.0,540.0,,6168915.333333333,6502752.166666667,779.3333333333334,807.3333333333334,742.6666666666666,742.0,0.059983775762614266,0.28129205921938083,0.25367156208277697
Haryana,Hisar,2025-10-01,6879677,1033,867,10.0,6627415.0,6252374.0,,952.0,743.0,,939.0,749.0,,6586488.666666667,6544784.666666667,909.3333333333334,877.5,851.6666666666666,794.8333333333334,0.038063407829447726,0.0850840336134453,-0.07667731629392971
Haryana,Hisar,2025-11-01,6627476,1034,887,11.0,6879677.0,6627415.0,,1033.0,952.0,,867.0,939.0,,6711522.666666667,6606966.166666667,1006.3333333333334,926.5,897.6666666666666,823.6666666666666,-0.03665884314045553,0.0009680542110357404,0.023068050749711633
Haryana,Hisar,2025-12-01,6254146,785,881,12.0,6627476.0,6879677.0,,1034.0,1033.0,,887.0,867.0,,6587099.666666667,6378007.5,950.6666666666666,865.0,878.3333333333334,810.5,-0.05633064533164667,-0.24081237911025144,-0.006764374295377684
Haryana,Hisar,,96542378,11251,11642,,6254146.0,6627476.0,17133398.0,785.0,1034.0,32770.0,881.0,887.0,41970.0,36474666.666666664,21530577.666666668,4356.666666666667,2633.0,4470.0,2660.8333333333335,14.436540496496244,13.33248407643312,12.214528944381385
Haryana,Jhajjar,2025-01-01,18514106,14967,21349,1.0,,,,,,,,,,,,,,,,,,
Haryana,Jhajjar,2025-02-01,7330273,408,507,2.0,18514106.0,,,14967.0,,,21349.0,,,,,,,,,-0.6040709176019625,-0.9727400280617358,-0.9762518150733055
Haryana,Jhajjar,2025-03-01,7205869,483,481,3.0,7330273.0,18514106.0,,408.0,14967.0,,507.0,21349.0,,11016749.333333334,,5286.0,,7445.666666666667,,-0.016971264235315697,0.18382352941176472,-0.05128205128205132
Haryana,Jhajjar,2025-04-01,6460192,273,269,4.0,7205869.0,7330273.0,,483.0,408.0,,481.0,507.0,,6998778.0,,388.0,,419.0,,-0.10348189788074136,-0.4347826086956522,-0.4407484407484408
Haryana,Jhajjar,2025-05-01,6212020,351,339,5.0,6460192.0,7205869.0,,273.0,483.0,,269.0,481.0,,6626027.0,,369.0,,363.0,,-0.038415576502989435,0.2857142857142858,0.2602230483271375
Haryana,Jhajjar,2025-06-01,6833424,471,416,6.0,6212020.0,6460192.0,,351.0,273.0,,339.0,269.0,,6501878.666666667,8759314.0,365.0,2825.5,341.3333333333333,3893.5,0.10003251760296972,0.3418803418803418,0.2271386430678466
Haryana,Jhajjar,2025-07-01,5342177,235,276,7.0,6833424.0,6212020.0,,471.0,351.0,,416.0,339.0,,6129207.0,6563992.5,352.3333333333333,370.1666666666667,343.6666666666667,381.3333333333333,-0.21822837277476126,-0.5010615711252654,-0.33653846153846156
Haryana,Jhajjar,2025-08-01,6957452,359,367,8.0,5342177.0,6833424.0,,235.0,471.0,,276.0,416.0,,6377684.333333333,6501855.666666667,355.0,362.0,353.0,358.0,0.3023626884695134,0.5276595744680852,0.32971014492753614
Haryana,Jhajjar,2025-09-01,6834027,416,468,9.0,6957452.0,5342177.0,,359.0,235.0,,367.0,276.0,,6377885.333333333,6439882.0,336.6666666666667,350.8333333333333,370.3333333333333,355.8333333333333,-0.017739971472314875,0.15877437325905297,0.2752043596730245
Haryana,Jhajjar,2025-10-01,7206536,469,423,10.0,6834027.0,6957452.0,,416.0,359.0,,468.0,367.0,,6999338.333333333,6564272.666666667,414.6666666666667,383.5,419.3333333333333,381.5,0.05450797897052495,0.12740384615384626,-0.09615384615384615
Haryana,Jhajjar,2025-11-01,7082239,521,489,11.0,7206536.0,6834027.0,,469.0,416.0,,423.0,468.0,,7040934.0,6709309.166666667,468.6666666666667,411.8333333333333,460.0,406.5,-0.017247815039014625,0.11087420042643914,0.15602836879432624
Haryana,Jhajjar,2025-12-01,6709540,411,450,12.0,7082239.0,7206536.0,,521.0,469.0,,489.0,423.0,,6999438.333333333,6688661.833333333,467.0,401.8333333333333,454.0,412.1666666666667,-0.05262445958121431,-0.2111324376199616,-0.07975460122699385
Haryana,Jhajjar,,97901514,5553,5888,,6709540.0,7082239.0,18514106.0,411.0,521.0,14967.0,450.0,489.0,21349.0,37231097.666666664,22115218.0,2161.6666666666665,1288.1666666666667,2275.6666666666665,1347.5,13.591389871734872,12.510948905109489,12.084444444444445
Haryana,Jind,2025-01-01,10593677,20508,36609,1.0,,,,,,,,,,,,,,,,,,
Haryana,Jind,2025-02-01,4161813,664,976,2.0,10593677.0,,,20508.0,,,36609.0,,,,,,,,,-0.6071417884460703,-0.9676223912619466,-0.9733398890983092
Haryana,Jind,2025-03-01,4540205,627,1005,3.0,4161813.0,10593677.0,,664.0,20508.0,,976.0,36609.0,,6431898.333333333,,7266.333333333333,,12863.333333333334,,0.09091999087897507,-0.05572289156626509,0.029713114754098324
Haryana,Jind,2025-04-01,4287930,439,494,4.0,4540205.0,4161813.0,,627.0,664.0,,1005.0,976.0,,4329982.666666667,,576.6666666666666,,825.0,,-0.05556467163927625,-0.29984051036682613,-0.5084577114427861
Haryana,Jind,2025-05-01,3783486,444,646,5.0,4287930.0,4540205.0,,439.0,627.0,,494.0,1005.0,,4203873.666666667,,503.3333333333333,,715.0,,-0.11764277868342066,0.011389521640091216,0.3076923076923077
Haryana,Jind,2025-06-01,4035702,495,753,6.0,3783486.0,4287930.0,,444.0,439.0,,646.0,494.0,,4035706.0,5233802.166666667,459.3333333333333,3862.8333333333335,631.0,6747.166666666667,0.0666623320398172,0.11486486486486491,0.16563467492260053
Haryana,Jind,2025-07-01,3278996,298,479,7.0,4035702.0,3783486.0,,495.0,444.0,,753.0,646.0,,3699394.6666666665,4014688.6666666665,412.3333333333333,494.5,626.0,725.5,-0.18750294248683375,-0.397979797979798,-0.36387782204515273
Haryana,Jind,2025-08-01,4161813,533,812,8.0,3278996.0,4035702.0,,298.0,495.0,,479.0,753.0,,3825503.6666666665,4014688.6666666665,442.0,472.6666666666667,681.3333333333334,698.1666666666666,0.2692339362414593,0.7885906040268456,0.6951983298538622
Haryana,Jind,2025-09-01,4035683,535,889,9.0,4161813.0,3278996.0,,533.0,298.0,,812.0,479.0,,3825497.3333333335,3930601.6666666665,455.3333333333333,457.3333333333333,726.6666666666666,678.8333333333334,-0.03030650343972685,0.0037523452157599557,0.09482758620689657
Haryana,Jind,2025-10-01,4035689,686,866,10.0,4035683.0,4161813.0,,535.0,533.0,,889.0,812.0,,4077728.3333333335,3888561.5,584.6666666666666,498.5,855.6666666666666,740.8333333333334,1.4867371891380543e-06,0.28224299065420566,-0.025871766029246346
Haryana,Jind,2025-11-01,4161813,747,1002,11.0,4035689.0,4035683.0,,686.0,535.0,,866.0,889.0,,4077728.3333333335,3951616.0,656.0,549.0,919.0,800.1666666666666,0.03125216041176615,0.08892128279883371,0.15704387990762125
Haryana,Jind,2025-12-01,3657370,626,783,12.0,4161813.0,4035689.0,,747.0,686.0,,1002.0,866.0,,3951624.0,3888560.6666666665,686.3333333333334,570.8333333333334,883.6666666666666,805.1666666666666,-0.12120751220681947,-0.16198125836680055,-0.218562874251497
Haryana,Jind,,60409353,8275,11077,,3657370.0,4161813.0,10593677.0,626.0,747.0,20508.0,783.0,1002.0,36609.0,22742845.333333332,13410286.833333334,3216.0,1900.3333333333333,4287.333333333333,2571.5,15.517156590664875,12.218849840255592,13.146871008939975
Haryana,Kaithal,2025-01-01,11563456,22075,32024,1.0,,,,,,,,,,,,,,,,,,
Haryana,Kaithal,2025-02-01,4489326,672,685,2.0,11563456.0,,,22075.0,,,32024.0,,,,,,,,,-0.6117660671688464,-0.9695583238958098,-0.9786097926555084
Haryana,Kaithal,2025-03-01,4489326,452,612,3.0,4489326.0,11563456.0,,672.0,22075.0,,685.0,32024.0,,6847369.333333333,,7733.0,,11107.0,,0.0,-0.32738095238095233,-0.10656934306569343
Haryana,Kaithal,2025-04-01,4081220,344,415,4.0,4489326.0,4489326.0,,452.0,672.0,,612.0,685.0,,4353290.666666667,,489.3333333333333,,570.6666666666666,,-0.09090585090055836,-0.23893805309734517,-0.3218954248366013
Haryana,Kaithal,2025-05-01,4081207,499,557,5.0,4081220.0,4489326.0,,344.0,452.0,,415.0,612.0,,4217251.0,,431.6666666666667,,528.0,,-3.1853220360256174e-06,0.4505813953488371,0.3421686746987951
Haryana,Kaithal,2025-06-01,5033543,486,553,6.0,4081207.0,4081220.0,,499.0,344.0,,557.0,415.0,,4398656.666666667,5623013.0,443.0,4088.0,508.3333333333333,5807.666666666667,0.23334665455587045,-0.02605210420841686,-0.007181328545781018
Haryana,Kaithal,2025-07-01,3673125,194,344,7.0,5033543.0,4081207.0,,486.0,499.0,,553.0,557.0,,4262625.0,4307957.833333333,393.0,441.1666666666667,484.6666666666667,527.6666666666666,-0.270270463568107,-0.6008230452674896,-0.3779385171790235
Haryana,Kaithal,2025-08-01,4489326,451,526,8.0,3673125.0,5033543.0,,194.0,486.0,,344.0,553.0,,4398664.666666667,4307957.833333333,377.0,404.3333333333333,474.3333333333333,501.1666666666667,0.2222088820826953,1.3247422680412373,0.5290697674418605
Haryana,Kaithal,2025-09-01,4217367,639,697,9.0,4489326.0,3673125.0,,451.0,194.0,,526.0,344.0,,4126606.0,4262631.333333333,428.0,435.5,522.3333333333334,515.3333333333334,-0.06057902678486704,0.41685144124168505,0.3250950570342206
Haryana,Kaithal,2025-10-01,4489317,570,600,10.0,4217367.0,4489326.0,,639.0,451.0,,697.0,526.0,,4398670.0,4330647.5,553.3333333333334,473.1666666666667,607.6666666666666,546.1666666666666,0.06448336130102028,-0.107981220657277,-0.13916786226685796
Haryana,Kaithal,2025-11-01,4489326,657,608,11.0,4489317.0,4217367.0,,570.0,639.0,,600.0,697.0,,4398670.0,4398667.333333333,622.0,499.5,635.0,554.6666666666666,2.0047592985683593e-06,0.15263157894736845,0.01333333333333342
Haryana,Kaithal,2025-12-01,4217261,629,582,12.0,4489326.0,4489317.0,,657.0,570.0,,608.0,600.0,,4398634.666666667,4262620.333333333,618.6666666666666,523.3333333333334,596.6666666666666,559.5,-0.06060263834704804,-0.0426179604261796,-0.042763157894736836
Haryana,Kaithal,,64346998,6734,7331,,4217261.0,4489326.0,11563456.0,629.0,657.0,22075.0,582.0,608.0,32024.0,24351195.0,14374932.5,2673.3333333333335,1613.3333333333333,2840.3333333333335,1724.0,14.258007033475044,9.705882352941176,11.596219931271477
Haryana,Karnal,2025-01-01,15186714,19109,40974,1.0,,,,,,,,,,,,,,,,,,
Haryana,Karnal,2025-02-01,5942601,684,1161,2.0,15186714.0,,,19109.0,,,40974.0,,,,,,,,,-0.6086973785112435,-0.9642053482652153,-0.9716649582662176
Haryana,Karnal,2025-03-01,6074718,602,1053,3.0,5942601.0,15186714.0,,684.0,19109.0,,1161.0,40974.0,,9068011.0,,6798.333333333333,,14396.0,,0.022232184190054127,-0.11988304093567248,-0.09302325581395354
Haryana,Karnal,2025-04-01,5018280,227,404,4.0,6074718.0,5942601.0,,602.0,684.0,,1053.0,1161.0,,5678533.0,,504.3333333333333,,872.6666666666666,,-0.17390733199467034,-0.6229235880398671,-0.6163342830009497
Haryana,Karnal,2025-05-01,5282344,497,760,5.0,5018280.0,6074718.0,,227.0,602.0,,404.0,1053.0,,5458447.333333333,,442.0,,739.0,,0.05262041974541076,1.1894273127753303,0.8811881188118811
Haryana,Karnal,2025-06-01,6470870,781,1203,6.0,5282344.0,5018280.0,,497.0,227.0,,760.0,404.0,,5590498.0,7329254.5,501.6666666666667,3650.0,789.0,7592.5,0.2249997349661439,0.5714285714285714,0.5828947368421054
Haryana,Karnal,2025-07-01,4621980,287,514,7.0,6470870.0,5282344.0,,781.0,497.0,,1203.0,760.0,,5458398.0,5568465.5,521.6666666666666,513.0,825.6666666666666,849.1666666666666,-0.28572510342504176,-0.6325224071702945,-0.572734829592685
Haryana,Karnal,2025-08-01,5942601,458,856,8.0,4621980.0,6470870.0,,287.0,781.0,,514.0,1203.0,,5678483.666666667,5568465.5,508.6666666666667,475.3333333333333,857.6666666666666,798.3333333333334,0.2857262471927615,0.5958188153310104,0.6653696498054475
Haryana,Karnal,2025-09-01,5942654,536,1001,9.0,5942601.0,4621980.0,,458.0,287.0,,856.0,514.0,,5502411.666666667,5546454.833333333,427.0,464.3333333333333,790.3333333333334,789.6666666666666,8.918653633394058e-06,0.17030567685589526,0.16939252336448596
