state,district,year_month,enrol_activity,demo_activity,bio_activity,enrol_norm,demo_norm,bio_norm,isi_score,lifecycle_cluster
Andhra Pradesh,Rangareddi,2025-06,11041029,40627082,28866868,0.0034818654430582,0.0084212308213928,0.0073334834072693,0.0056055126028532,0
Andhra Pradesh,Rangareddi,2025-07,8004968,38490880,21390493,0.0025156714182447,0.0079772337521316,0.0054268806615427,0.0048585114818207,0
Andhra Pradesh,Rangareddi,2025-08,16037579,32615627,20316605,0.0050719641777943,0.0067560968403749,0.0051530209622362,0.0037492542854855,0
Andhra Pradesh,Rangareddi,2025-09,18544754,26737145,11231021,0.005869845875218,0.0055342887998875,0.0028360425601456,0.0021741633689696,0
Andhra Pradesh,Rangareddi,2025-10,17549745,33689507,24585568,0.005553194875638,0.0069792965062952,0.0062416791123698,0.0041777512723384,0
Andhra Pradesh,Rangareddi,2025-11,18528472,30482258,20855154,0.0058646643024129,0.0063126885935645,0.0052903601141792,0.0034682866226149,0
Andhra Pradesh,Rangareddi,2025-12,18030347,32083215,24597764,0.0057061413351174,0.0066454381256842,0.0062447892997383,0.0040148627031455,0
Andhra Pradesh,Rangareddi,NaT,378117505,34742028,29408591,0.1203000379899157,0.0071980568292122,0.0074716319831799,-0.0181921320730263,0
Andhra Pradesh,Spsr Nellore,2025-01,7342283,31556597,31015109,0.0023047789864611,0.0065359836599454,0.0078813213887888,0.0053059662222014,0
Andhra Pradesh,Spsr Nellore,NaT,1048429,32069766,359812053,0.000301827093252,0.0066426428298346,0.0917301326398184,0.0392887447692108,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,14674994,549121967,381584526,0.0046383360374834,0.114108913294467,0.0972824834519511,0.0836288914910706,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,16249534,219279641,152787894,0.0051394165954267,0.0455531184481369,0.0389354520651895,0.0327675448862452,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,15722299,201973620,168485268,0.0049716296811741,0.0419561633827573,0.0429385493374769,0.0329635591518588,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,5765731,179996875,154358841,0.0018030581309816,0.0373884257006925,0.039336070260985,0.0303291867584747,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,19918369,181568620,111975165,0.0063069841953618,0.0377151036897713,0.0285275122317815,0.0252356495295487,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,15724781,150172476,141800418,0.0049724195511964,0.0311895991157166,0.036133458865249,0.0259347392821469,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,13104157,124531662,90520866,0.0041384339197869,0.0258603061605217,0.023056301199558,0.0187389561600745,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,12050148,155403408,138136819,0.0038030067996139,0.0322768176828301,0.0351991788281132,0.0262297972444545,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,11529182,155928343,130811760,0.0036372149277342,0.0323859223468799,0.033331164235211,0.0255593916472895,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,18342948,152786616,175288592,0.005805623268567,0.0317329327979426,0.0446735126343243,0.0294014535191934,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,14150193,173718724,148602796,0.0044713237177652,0.0360835488002965,0.0378681809160116,0.0286864271429702,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,15724290,169010743,158021338,0.0049722632956843,0.0351050225344575,0.0402700692693836,0.0291555840623996,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,NaT,341208122,154357832,2044329700,0.1085540205962758,0.0320595008374709,0.5213107744609043,0.199637306000095,1
Andhra Pradesh,Sri Sathya Sai,2025-01,5669747,2624084864,157787251,0.0017725122469307,0.5453777938094522,0.0402103731042047,0.2338807643160766,4
Andhra Pradesh,Sri Sathya Sai,2025-02,11338357,91138070,79644124,0.0035764869071888,0.018919643723118,0.0202825470524266,0.0149655789287801,0
Andhra Pradesh,Sri Sathya Sai,2025-03,9792793,94681781,91162245,0.003084627652132,0.0196561832911499,0.0232198637499185,0.0165334932860009,0
Andhra Pradesh,Sri Sathya Sai,2025-04,4123940,86154584,79162619,0.0012805756597162,0.0178838553572684,0.0201597550904021,0.0149613290471249,0
Andhra Pradesh,Sri Sathya Sai,2025-05,9277713,93164408,55604229,0.002920708936961,0.0193408062036946,0.0141519650773412,0.0128129667250221,0
Andhra Pradesh,Sri Sathya Sai,2025-06,12884899,58610495,67120960,0.0040686574003123,0.0121589778449959,0.0170889273011989,0.0108854305784155,0
Andhra Pradesh,Sri Sathya Sai,2025-07,4123000,46093259,49078761,0.0012802765147441,0.0095573436834084,0.0124878597848764,0.0085620260843651,0
Andhra Pradesh,Sri Sathya Sai,2025-08,7213648,65128197,69647074,0.0022638422699781,0.0135136440171642,0.0177331293226891,0.0120459408819457,0
Andhra Pradesh,Sri Sathya Sai,2025-09,8761109,74109316,62614492,0.0027563052250478,0.0153803169791251,0.0159397013377703,0.0119767462817486,0
Andhra Pradesh,Sri Sathya Sai,2025-10,11337819,68611850,83646959,0.0035763156944281,0.0142377008817881,0.0213033380375886,0.013501152428865,0
Andhra Pradesh,Sri Sathya Sai,2025-11,11338400,74117275,73606886,0.0035765005914801,0.0153819712106417,0.0187429487113315,0.0129346678504932,0
Andhra Pradesh,Sri Sathya Sai,2025-12,7731417,75616003,81158529,0.0024286167307132,0.0156934730440918,0.0206687460768391,0.0140591643022297,0
Andhra Pradesh,Sri Sathya Sai,NaT,265944914,69118493,1010352830,0.0846023075516784,0.0143430036608145,0.2576290919129046,0.0918683767191519,3
Andhra Pradesh,Srikakulam,2025-01,37795897,1187677060,90154452,0.0119963167654371,0.2468288479513286,0.0229628593994246,0.1055174195872138,3
Andhra Pradesh,Srikakulam,2025-02,44717108,95918542,43502821,0.0141989183313059,0.0199132368185676,0.0110659002772264,0.0095518711720564,0
Andhra Pradesh,Srikakulam,2025-03,33009205,95385812,37209495,0.010473003100454,0.0198025120094402,0.0094609951418697,0.0096108022404331,0
Andhra Pradesh,Srikakulam,2025-04,20230506,91199042,45076035,0.0064063184657612,0.0189323163960707,0.0114670965965677,0.0108785015039031,0
Andhra Pradesh,Srikakulam,2025-05,54303671,87005261,25684633,0.0172497397374298,0.0180606635874302,0.0065219593747606,0.0063831012373903,0
Andhra Pradesh,Srikakulam,2025-06,39925879,72333142,45075920,0.0126741608144731,0.0150111496201871,0.0114670672696124,0.0080564545930252,0
Andhra Pradesh,Srikakulam,2025-07,22355886,59228049,18872423,0.007082697977391,0.0122873328255224,0.0047847299968246,0.0054122855334606,0
Andhra Pradesh,Srikakulam,2025-08,39399772,79662080,36688497,0.0125067328741871,0.0165344264417599,0.0093281317933461,0.007843676719205,0
Andhra Pradesh,Srikakulam,2025-09,41521043,66563410,30393426,0.0131818047404013,0.0138119446300116,0.0077227816533192,0.005977529565252,0
Andhra Pradesh,Srikakulam,2025-10,33007427,76000758,48743857,0.0104724372709215,0.0157734421164846,0.0124024535705072,0.0091758708206124,0
Andhra Pradesh,Srikakulam,2025-11,38860605,69187767,46118913,0.0123351487282241,0.0143574018558242,0.0117330482186116,0.0079691502841294,0
Andhra Pradesh,Srikakulam,2025-12,27678791,63944344,47694674,0.0087766557093501,0.0132675871075479,0.0121348940662595,0.0084056613276529,0
Andhra Pradesh,Srikakulam,NaT,832604137,70758625,613215354,0.2649355601997784,0.01468389548715,0.1563522830085179,0.0154273593583115,2
Andhra Pradesh,Tirupati,2025-01,9893025,1146255217,98444689,0.0031165254168657,0.2382195605827181,0.0250770107932383,0.1046953234670094,3
Andhra Pradesh,Tirupati,2025-02,16096784,86590716,36077265,0.0050908055374505,0.017974502838083,0.0091722572405747,0.009840542923973,0
Andhra Pradesh,Tirupati,2025-03,12480478,91218641,42282220,0.0039399547313906,0.0189363899333862,0.0107546262683603,0.0110884155344205,0
Andhra Pradesh,Tirupati,2025-04,4160688,71121501,41743886,0.0012922703186917,0.0147593171375863,0.0106173419450728,0.0098922095693253,0
Andhra Pradesh,Tirupati,2025-05,13536907,77820565,27831261,0.0042761519907473,0.0161516783388181,0.0070693860138542,0.0084331953429194,0
Andhra Pradesh,Tirupati,2025-06,15082631,51539517,35046501,0.0047680621640971,0.0106893164979834,0.0089093948945051,0.006885872124176,0
Andhra Pradesh,Tirupati,2025-07,11977293,51022443,16493107,0.0037798214730747,0.0105818456967243,0.0041779639613393,0.0051479595686105,0
Andhra Pradesh,Tirupati,2025-08,12475450,61844487,36592172,0.0039383546240289,0.012831144133584,0.0093035672805331,0.0080662136408411,0
Andhra Pradesh,Tirupati,2025-09,6761350,58753381,27852157,0.0021199032565541,0.012188675862898,0.0070747148491487,0.0072813756335078,0
Andhra Pradesh,Tirupati,2025-10,9355867,66995853,44324283,0.0029455806137209,0.0139018253737907,0.0112753870545363,0.0094817688485866,0
Andhra Pradesh,Tirupati,2025-11,11432087,64422049,38138284,0.0036063154797852,0.0133668752928279,0.0096978521290594,0.0085046278727979,0
Andhra Pradesh,Tirupati,2025-12,11419009,64421422,43807299,0.0036021535458002,0.0133667449745516,0.0111435473442627,0.0090836862183657,0
Andhra Pradesh,Tirupati,NaT,360334397,54112357,516998099,0.114640753577576,0.0112240662171945,0.1318152470025288,0.0342875745723741,3
Andhra Pradesh,Visakhapatanam,2025-01,531255,1013771611,263154273,0.0001372419849195,0.2106836193238088,0.0670807552685873,0.1110783014399745,3
Andhra Pradesh,Visakhapatnam,2025-01,38210509,161918322,104363562,0.0121282626113921,0.0336309043855339,0.0265864240467746,0.0216612788506449,0
Andhra Pradesh,Visakhapatnam,2025-02,66879945,149088330,121930042,0.021252004775325,0.0309642657218468,0.0310661751294519,0.0205617753854545,0
Andhra Pradesh,Visakhapatnam,2025-03,48836533,114482405,103825315,0.0155098813918858,0.023771626973697,0.0264491619099664,0.0169863392750882,0
Andhra Pradesh,Visakhapatnam,2025-04,26535952,130980414,87319300,0.0084129593893079,0.0272006414791819,0.0222398474333645,0.018093603687157,0
Andhra Pradesh,Visakhapatnam,2025-05,65292217,105416587,98499699,0.0207467272770701,0.0218873498208546,0.0250910392785728,0.0146420101843569,0
Andhra Pradesh,Visakhapatnam,2025-06,56794406,90514057,71339627,0.018042389580234,0.0187899462772861,0.0181647591161502,0.0111734042413277,0
Andhra Pradesh,Visakhapatnam,2025-07,33961341,102760093,95304497,0.0107760102251493,0.0213352131078892,0.0242762084405863,0.0160893665743603,0
Andhra Pradesh,Visakhapatnam,2025-08,56800808,104355394,91042963,0.018044426948438,0.0216667870735486,0.0231894448117679,0.014333607364439,0
Andhra Pradesh,Visakhapatnam,2025-09,52548420,109681804,116603670,0.0166911498315459,0.0227738501835373,0.029707859705204,0.0176544539891873,0
Andhra Pradesh,Visakhapatnam,2025-10,52537983,109677133,99031654,0.0166878283676369,0.0227728793435556,0.0252266968483982,0.0158622648032541,0
Andhra Pradesh,Visakhapatnam,2025-11,51482944,103822891,108618665,0.0163520734609518,0.0215561094450412,0.0276715476612468,0.0164206481503248,0
Andhra Pradesh,Visakhapatnam,2025-12,55201288,100628902,1391786060,0.0175353967719792,0.0208922575456175,0.3549010510681594,0.1468102440911149,1
Andhra Pradesh,Visakhapatnam,NaT,1336585523,1868326100,95608805,0.4253222598643801,0.3882977628552077,0.0243538121547321,0.0799961780310999,2
Andhra Pradesh,Vizianagaram,2025-01,24608809,84738432,36926819,0.007799666688153,0.0175895164615889,0.0093889079555326,0.009231436429218,0
Andhra Pradesh,Vizianagaram,2025-02,41207516,89947850,44147671,0.0130820281173303,0.0186722634698572,0.0112303479916043,0.0093446389611185,0
Andhra Pradesh,Vizianagaram,2025-03,26226257,76439375,42638011,0.0083144022593574,0.0158646060899891,0.0108453590228709,0.0090211055932725,0
Andhra Pradesh,Vizianagaram,2025-04,19263399,75402105,28590084,0.0060985469800252,0.0156490155980634,0.0072628987811138,0.0079450563556658,0
Andhra Pradesh,Vizianagaram,2025-05,35320363,63950078,36400805,0.01120850447872,0.0132687788858513,0.009254765441722,0.0067677168352853,0
Andhra Pradesh,Vizianagaram,2025-06,36904030,59740764,27548702,0.0117124896070472,0.0123938976341717,0.0069973286645065,0.0054139925980618,0
Andhra Pradesh,Vizianagaram,2025-07,13379688,61328084,38471666,0.004226118721196,0.0127238127957434,0.0097828702075501,0.0081574494570782,0
Andhra Pradesh,Vizianagaram,2025-08,38515441,73845329,30156611,0.0122253039674039,0.0153254488279282,0.0076623898017562,0.006750074658393,0
Andhra Pradesh,Vizianagaram,2025-09,34792413,54568802,42602531,0.011040490023345,0.0113189356360411,0.0108363110196049,0.0066540006575894,0
Andhra Pradesh,Vizianagaram,2025-10,38532527,68083581,40540633,0.0122307414046319,0.0141279032653728,0.0103104919711746,0.0073292098136926,0
Andhra Pradesh,Vizianagaram,2025-11,34782311,72188377,43644894,0.0110372751696123,0.0149810610631445,0.0111021313078922,0.0082258219144922,0
Andhra Pradesh,Vizianagaram,2025-12,31046735,76995293,557921369,0.0098484679584144,0.0159801503890533,0.1422513766704643,0.0613229172321241,3
Andhra Pradesh,Vizianagaram,NaT,763622970,1071849457,353781599,0.2429830396871602,0.2227547593250855,0.0901922643340716,0.0765822015262308,3
Andhra Pradesh,Warangal,2025-01,14679404,215025224,131108638,0.0046397394729379,0.0446688628021749,0.0334068731730245,0.0303023464954922,0
Andhra Pradesh,Warangal,2025-02,19742117,187899502,155018622,0.0062508938766029,0.0390309404195557,0.0395043256342346,0.0301639276461955,0
Andhra Pradesh,Warangal,2025-03,13160000,162417879,139617366,0.0041562053588086,0.0337347343809786,0.0355767434868385,0.0268933500753651,0
Andhra Pradesh,Warangal,2025-04,11642869,171981907,125276128,0.0036733946026811,0.0357225615632079,0.0319194839529175,0.0263221392859139,0
Andhra Pradesh,Warangal,2025-05,10630756,137488533,140692054,0.0033513004375651,0.028553315880949,0.0358508071997474,0.0250913891447655,0
Andhra Pradesh,Warangal,2025-06,10629440,122626652,131082723,0.0033508816346041,0.0254643609938598,0.033400264407392,0.0228756738335799,0
Andhra Pradesh,Warangal,2025-07,5568031,123148468,133243790,0.0017401422150282,0.0255728173920345,0.0339513732369918,0.0234616478086049,0
Andhra Pradesh,Warangal,2025-08,10122916,139092437,133766846,0.0031896857751584,0.0288866779297517,0.0340847614105076,0.024550638581072,0
Andhra Pradesh,Warangal,2025-09,15184862,130581969,159789979,0.0048005960892556,0.0271178270205016,0.0407211027965681,0.0261754527089768,0
Andhra Pradesh,Warangal,2025-10,12149086,153418499,139078542,0.0038344927626518,0.0318642659771626,0.0354393342052196,0.0261545415204225,0
Andhra Pradesh,Warangal,2025-11,12148354,142804306,145977228,0.0038342598114607,0.0296581681528119,0.0371986164335061,0.0259758618722351,0
Andhra Pradesh,Warangal,2025-12,13667393,126865727,1876045196,0.0043176777682339,0.0263454278950137,0.4783953646012277,0.2010327814448498,1
Andhra Pradesh,Warangal,NaT,254104610,2424691451,256898962,0.0808342571150189,0.5039350412036584,0.0654855446045992,0.2116013829002992,4
Andhra Pradesh,West Godavari,2025-01,44850470,146082570,94151413,0.0142413593651116,0.0303395361172014,0.023982152414711,0.0188804035397426,0
Andhra Pradesh,West Godavari,2025-02,65661783,134266667,110218223,0.020864337714072,0.0278836699104123,0.0280794621485149,0.0182123852807564,0
Andhra Pradesh,West Godavari,2025-03,51263654,111801703,100034110,0.0162822867578186,0.0232144587697711,0.0254823401731471,0.0162222622256035,0
Andhra Pradesh,West Godavari,2025-04,29892103,126798637,75983236,0.0094810186419289,0.0263314836316075,0.0193489583663859,0.0163759730708116,0
Andhra Pradesh,West Godavari,2025-05,51249775,116614860,101640083,0.0162778699141286,0.0242148452509627,0.0258918905944894,0.0167871203553551,0
Andhra Pradesh,West Godavari,2025-06,53895006,89871999,73306711,0.0171196864607827,0.0186564982839336,0.0186663989824591,0.0115052216144005,0
Andhra Pradesh,West Godavari,2025-07,25645680,85578587,94156048,0.0081296398226527,0.0177641377557011,0.0239833344185199,0.0150730609051579,0
Andhra Pradesh,West Godavari,2025-08,51783727,96810367,98453217,0.0164477944419748,0.0200985974194349,0.0250791855782398,0.0147815543106749,0
Andhra Pradesh,West Godavari,2025-09,60346042,94139885,113425523,0.0191726598486879,0.019543553382628,0.0288973781822035,0.015541840656195,0
Andhra Pradesh,West Godavari,2025-10,52838230,115018393,96286802,0.0167833787723778,0.0238830289390351,0.0245267129177081,0.0160072209882217,0
Andhra Pradesh,West Godavari,2025-11,47521753,99485103,105389591,0.0150914666828453,0.0206545256252167,0.026848078887335,0.0159827484684516,0
Andhra Pradesh,West Godavari,2025-12,52851712,91490143,1335380109,0.016787669275053,0.0189928200333012,0.3405165744933594,0.1404462239556536,1
Andhra Pradesh,West Godavari,NaT,1255085145,1766371007,190870416,0.3993856340048736,0.3671069941506282,0.0486471426919162,0.086424527936043,2
Andhra Pradesh,Y. S. R,2025-01,6194925,114916404,85552261,0.0019396445428771,0.0238618311229592,0.0217892224434187,0.0178724925179757,0
Andhra Pradesh,Y. S. R,2025-02,12905927,125036757,98713081,0.0040753493369874,0.0259652871968181,0.0251454553167047,0.0196292271380116,0
Andhra Pradesh,Y. S. R,2025-03,8259928,107320335,93143942,0.0025968097183535,0.0222830326882108,0.0237252301796921,0.0178839432034904,0
Andhra Pradesh,Y. S. R,2025-04,3098102,119975958,69349881,0.0009541136597674,0.024913429776911,0.0176573400545196,0.0168374852006187,0
Andhra Pradesh,Y. S. R,2025-05,10324511,82007716,90107154,0.0032538412333103,0.0170219531408051,0.0229507976052172,0.0153383320517468,0
Andhra Pradesh,Y. S. R,2025-06,11356431,74414719,70870260,0.0035822387648769,0.0154437932032573,0.018045062550508,0.0126790945485307,0
Andhra Pradesh,Y. S. R,2025-07,4645983,71376512,84032407,0.0014467102753566,0.0148123196797754,0.0214016338313569,0.0141962393493816,0
Andhra Pradesh,Y. S. R,2025-08,9808981,86564005,83020951,0.0030897793104399,0.0179689511132382,0.0211436953535811,0.0150271027246397,0
Andhra Pradesh,Y. S. R,2025-09,7743782,70364801,105292724,0.0024325517600544,0.0146020414762444,0.0268233761553064,0.0160836567006094,0
Andhra Pradesh,Y. S. R,2025-10,8260600,106812403,90612846,0.0025970235751846,0.0221774619980869,0.023079757663493,0.017583483149595,0
Andhra Pradesh,Y. S. R,2025-11,7744329,86564085,91119560,0.0024327258369691,0.0179689677407694,0.0232089783491459,0.0159846332685723,0
Andhra Pradesh,Y. S. R,2025-12,10325282,91629268,1166834322,0.0032540865958354,0.0190217363493898,0.2975345330260906,0.1259716904310251,1
Andhra Pradesh,Y. S. R,NaT,202877955,1463488405,442267533,0.0645319206428001,0.3041546199752331,0.1127576820294899,0.1538585366733292,4
Arunachal Pradesh,Anjaw,2025-01,792106,268409545,164752088,0.0002202550329336,0.055764481132512,0.041986524962256,0.0390563514313205,3
Arunachal Pradesh,Anjaw,2025-03,792108,248483632,190343907,0.0002202556694122,0.0516229968654085,0.0485128739446891,0.0400102971901566,3
Arunachal Pradesh,Anjaw,2025-05,792107,204343764,176562519,0.0002202553511729,0.0424487839260052,0.0449983856798919,0.0349348167721242,3
Arunachal Pradesh,Anjaw,2025-06,1584210,222401851,134941741,0.0004723336808365,0.0462020515029783,0.0343843796122351,0.032140105709918,0
Arunachal Pradesh,Anjaw,2025-08,792107,160558435,173930893,0.0002202553511729,0.0333482598404363,0.0443272763043823,0.0310261633876928,0
Arunachal Pradesh,Anjaw,2025-11,792106,147243125,139270800,0.0002202550329336,0.0305807506740254,0.0354883632641804,0.0263835945686956,0
Arunachal Pradesh,Anjaw,2025-12,792105,142392819,167450848,0.0002202547146943,0.0295726429908473,0.0426747546492443,0.0288549081130978,0
Arunachal Pradesh,Anjaw,NaT,9505268,178083215,164220049,0.0029931258881739,0.0369906826822127,0.0418508459710024,0.0309379862836513,0
Arunachal Pradesh,Changlang,2025-01,4752694,167528251,204810777,0.0014806699127229,0.0347968952584774,0.0522021717747297,0.0345034928307383,3
Arunachal Pradesh,Changlang,2025-02,5544741,195192604,180248457,0.0017327304209839,0.0405467689384989,0.0459383625418575,0.0342475065079457,3
Arunachal Pradesh,Changlang,2025-03,4752734,167478006,174423990,0.0014806826422962,0.034786452129623,0.0444530244235054,0.0313996540927921,0
Arunachal Pradesh,Changlang,2025-04,3960632,178083201,2286846526,0.0012286046308719,0.0369906797723948,0.5831566886019823,0.2478132264235764,1
Arunachal Pradesh,Changlang,2025-05,7129023,3057745120,76411776,0.0022369112665003,0.6355115371160738,0.0194582433528471,0.2615405299342683,4
Arunachal Pradesh,Changlang,2025-06,7128969,82619683,35623030,0.0022368940815764,0.017149146896117,0.0090564195922217,0.0100348477790202,0
Arunachal Pradesh,Changlang,2025-07,5544865,88286562,34589697,0.0017327698826611,0.018326974492879,0.0087929021074715,0.0105013966636079,0
Arunachal Pradesh,Changlang,2025-08,4752605,56275317,36139583,0.0014806415894223,0.0116736247799752,0.009188149390167,0.0080485813501724,0
Arunachal Pradesh,Changlang,2025-09,4752740,66086933,27876408,0.0014806845517321,0.0137129116773365,0.0070808992664882,0.0080213874671834,0
Arunachal Pradesh,Changlang,2025-10,3168346,55242109,39753510,0.0009764680634105,0.0114588785509494,0.0101097622227304,0.0084321626967898,0
Arunachal Pradesh,Changlang,2025-11,3960529,51114337,26844844,0.0012285718522207,0.0106009453261988,0.0068178329068162,0.0067217969227619,0
Arunachal Pradesh,Changlang,2025-12,3960585,51628631,36139392,0.0012285896736233,0.0107078383207465,0.0091881006819195,0.0077126576663417,0
Arunachal Pradesh,Changlang,NaT,86340050,64535969,26327869,0.0274449755928556,0.0133905528973476,0.0066859954916956,0.0025416242370462,0
Arunachal Pradesh,Dibang Valley,2025-08,1584205,54210441,30975716,0.0004723320896399,0.0112444524019005,0.00787127550399,0.0075518247444282,0
Arunachal Pradesh,Dibang Valley,NaT,5544723,57822273,35622504,0.0017327246926759,0.0119951505206477,0.0090562854532782,0.0080740294510352,0
Arunachal Pradesh,East Kameng,2025-01,1580208,54727491,35622554,0.0004710600870295,0.0113519182149002,0.0090562982041283,0.0080690745502055,0
Arunachal Pradesh,East Kameng,2025-02,790106,53177176,438832324,0.0002196185542694,0.0110296943257587,0.1118816453256669,0.0491206121497164,3
Arunachal Pradesh,East Kameng,2025-03,1580207,932939301,6337538,0.0004710597687902,0.1938830973031299,0.0015881211913049,0.0780942754440159,3
Arunachal Pradesh,East Kameng,2025-04,1580219,3168666,1584231,0.0004710635876622,0.0006357185322135,0.0003759470858753,0.0003104535297031,0
Arunachal Pradesh,East Kameng,2025-05,1580211,1584218,2376336,0.0004710610417475,0.0003064002990142,0.0005779473290284,0.0002595268428675,0
Arunachal Pradesh,East Kameng,2025-06,1580212,3168441,2376331,0.0004710613599868,0.0006356717672818,0.0005779460539434,0.0003912348564927,0
Arunachal Pradesh,East Kameng,2025-07,1580208,2376357,2376330,0.0004710600870295,0.0004710417488619,0.0005779457989264,0.0003253830017094,0
Arunachal Pradesh,East Kameng,2025-08,2370312,3168436,1584228,0.0007225022562683,0.0006356707280611,0.0003759463208243,0.0002601463683005,0
Arunachal Pradesh,East Kameng,2025-09,1580212,1584214,792106,0.0004710613599868,0.0003063994676376,0.0001739417423821,9.79242120105518e-05,0
Arunachal Pradesh,East Kameng,2025-10,790103,2376323,2376366,0.0002196175995514,0.0004710346821611,0.0005779549795385,0.0003756723447695,0
Arunachal Pradesh,East Kameng,2025-11,790104,3168469,2376328,0.0002196179177907,0.0006356775869178,0.0005779452888924,0.0004415255667659,0
Arunachal Pradesh,East Kameng,2025-12,1580208,3168450,3168448,0.0004710600870295,0.0006356736378791,0.0007799493573005,0.0004720371806659,0
Arunachal Pradesh,East Kameng,NaT,35554715,3960550,2376354,0.0112830845026731,0.0008003069818053,0.0005779519193344,-0.0017053133400787,0
Arunachal Pradesh,East Siang,2025-01,791103,2376341,2376323,0.0002199358388835,0.0004710384233556,0.0005779440138073,0.0003756058070885,0
Arunachal Pradesh,East Siang,2025-02,1582214,2376328,25347532,0.0004716984751297,0.0004710357213818,0.0064359928880358,0.0026684717487411,0
Arunachal Pradesh,East Siang,2025-03,1582207,34852807,31688067,0.0004716962474544,0.0072210815952856,0.0080529371210867,0.006015268237058,0
Arunachal Pradesh,East Siang,2025-04,791105,19012001,13466015,0.0002199364753622,0.0039286628826656,0.0034060040317254,0.002889879470684,0
Arunachal Pradesh,East Siang,2025-05,3164420,15842394,15050266,0.0009752186557927,0.0032698786390828,0.0038100149737288,0.0026369137139661,0
Arunachal Pradesh,East Siang,2025-06,1582213,12673918,13466086,0.0004716981568903,0.0026113294672233,0.0034060221379326,0.0023126010106843,0
Arunachal Pradesh,East Siang,2025-07,791104,13465922,12673823,0.0002199361571228,0.002775942858112,0.0032039816020931,0.0023479825526574,0
Arunachal Pradesh,East Siang,2025-08,1582211,13465867,11089617,0.0004716975204117,0.0027759314266843,0.0027999821358549,0.0021360259209333,0
Arunachal Pradesh,East Siang,2025-09,3164420,13465875,13466198,0.0009752186557927,0.0027759330894374,0.003406050699837,0.0022777497845512,0
Arunachal Pradesh,East Siang,2025-10,791105,12673903,12673872,0.0002199364753622,0.0026113263495612,0.0032039940979262,0.0022821408839225,0
Arunachal Pradesh,East Siang,2025-11,2373313,12673862,15050187,0.0007234572925039,0.0026113178279514,0.0038099948273855,0.002423833603634,0
Arunachal Pradesh,East Siang,2025-12,2373313,8713364,11881653,0.0007234572925039,0.0017881515240087,0.0030019647828348,0.0017713550642366,0
Arunachal Pradesh,East Siang,NaT,40346336,16634198,16634253,0.0128079667693241,0.0034344504611434,0.0042139585912433,0.0004977702670898,0
Arunachal Pradesh,Kamle,2025-01,791131,11089593,14258023,0.0002199447495848,0.0022820367988533,0.0036079795382292,0.002312017584916,0
Arunachal Pradesh,Kamle,2025-02,791134,15050156,155253188,0.0002199457043028,0.0031052166126652,0.0395641439525578,0.0170237550852286,0
Arunachal Pradesh,Kamle,2025-03,791131,220997928,5544914,0.0002199447495848,0.0459102543332965,0.0013859885943273,0.0188745082211325,0
Arunachal Pradesh,Kamle,2025-04,791137,2376306,792102,0.0002199466590208,0.0004710311488107,0.0001739407223141,0.0002139994166457,0
Arunachal Pradesh,Kamle,2025-05,1582262,4752626,1584216,0.0004717137506176,0.0009649353374721,0.0003759432606202,0.0004420086891134,0
Arunachal Pradesh,Kamle,2025-08,1582262,4752616,2376314,0.0004717137506176,0.0009649332590307,0.0005779417186543,0.0005228072409505,0
Arunachal Pradesh,Kamle,NaT,7120183,2376306,1584205,0.0022340980308047,0.0004710311488107,0.0003759404554332,-0.0001080309644633,0
Arunachal Pradesh,Kra Daadi,2025-01,791123,3168410,2376313,0.0002199422036701,0.0006356653241135,0.0005779414636373,0.0004414542743663,0
Arunachal Pradesh,Kra Daadi,2025-02,1582239,2376319,1584206,0.000471706431113,0.0004710338507845,0.0003759407104502,0.0002444485382713,0
Arunachal Pradesh,Kra Daadi,2025-03,791119,1584204,3168431,0.0002199409307128,0.0003063973891962,0.0007799450220115,0.0003905487783405,0
Arunachal Pradesh,Kra Daadi,2025-04,791121,2376314,2376314,0.0002199415671915,0.0004710328115638,0.0005779417186543,0.0003756014986489,0
Arunachal Pradesh,Kra Daadi,2025-06,791120,1584209,3168440,0.0002199412489521,0.0003063984284169,0.0007799473171645,0.0003905500484421,0
Arunachal Pradesh,Kra Daadi,2025-08,1582239,3168428,2376334,0.000471706431113,0.000635669065308,0.0005779468189944,0.0003911050674983,0
Arunachal Pradesh,Kra Daadi,2025-10,791121,1584215,1584238,0.0002199415671915,0.0003063996754818,0.0003759488709943,0.0002289511051521,0
Arunachal Pradesh,Kra Daadi,NaT,22942483,2376319,22178980,0.0072693762148748,0.0004710338507845,0.005627958253179,0.0009857215986104,0
