state,district,year_month,enrol_activity,demo_activity,bio_activity,enrol_norm,demo_norm,bio_norm,isi_score
Haryana,Karnal,2025-08,3169509,33802245,463199928,0.0009768381757537616,0.007002728439040511,0.1180957986677851,0.04984404320757949
Haryana,Karnal,2025-09,3565943,34606084,4760988,0.0011029990671300887,0.007169801665335548,0.001186074135241659,0.0031217505068048654
Haryana,Karnal,2025-10,3433628,29105661,6577518,0.001060891229905081,0.006026570972874218,0.0016493201716824143,0.002858178211841637
Haryana,Karnal,2025-11,3301372,31306980,6576822,0.0010188021688006664,0.006484102229051839,0.0016491426798483336,0.0030495375297999363
Haryana,Karnal,2025-12,2905296,24690737,4761359,0.0008927552071052262,0.005108954887405129,0.0011861687465497684,0.0023394984121609137
Haryana,Karnal,NaT,75540518,44468253,3632201,0.024008139742330247,0.009219595707546602,0.0008982142574880021,-0.0007545039624522083
Haryana,Kurukshetra,2025-01,2450195,25798750,5448190,0.0007479241688333883,0.005339248897383299,0.0013613223297301398,0.0025306436570786983
Haryana,Kurukshetra,2025-02,2858647,31988083,3268751,0.0008779096605027292,0.006625665496881875,0.0008055283277514204,0.002796895597752773
Haryana,Kurukshetra,2025-03,2722486,37114306,6921162,0.0008345778748065173,0.007691120911856541,0.0017369552346577833,0.0036043148836444267
Haryana,Kurukshetra,2025-04,1088956,39811864,3269456,0.0003147243786634735,0.00825179253661969,0.0008057081147385282,0.003560055384810593
Haryana,Kurukshetra,2025-05,2041909,567530967,5085042,0.0006179915048931736,0.11793511608242001,0.0012687134151284612,0.04755793349804076
Haryana,Kurukshetra,2025-06,2178015,6940599,3633317,0.0006613057874261208,0.0014196927057467086,0.0008984988564633386,0.0007950154673987947
Haryana,Kurukshetra,2025-07,1633418,5104807,5507838,0.0004879936018898813,0.001038134094822609,0.0013765335839244653,0.0008682683511208534
Haryana,Kurukshetra,2025-08,2722402,8717604,55330149,0.0008345511427026221,0.001789032783165708,0.014082070017161812,0.006181530891590484
Haryana,Kurukshetra,2025-09,2994771,5467161,64329342,0.0009212296713436539,0.0011134472506173782,0.01637701724534708,0.0068119398641170534
Haryana,Kurukshetra,2025-10,2722402,3995799,24065179,0.0008345511427026221,0.000807633279924345,0.006108971069201075,0.002599731511109644
Haryana,Kurukshetra,2025-11,2858620,8029447,25643817,0.0008779010680407629,0.001646003382766482,0.006511550600766621,0.0030874413798050887
Haryana,Kurukshetra,2025-12,2314092,4761236,23670903,0.0007046108410184374,0.0009667248755244512,0.006008423985330335,0.0026491373761382275
Haryana,Kurukshetra,NaT,56627486,6901811,18542411,0.017989269070922156,0.0014116308472134304,0.004700571325634034,-0.0011529729450454455
Haryana,Mahendragarh,2025-01,1353313,4358047,25642756,0.00039885317377582935,0.0008829244042401897,0.006511280027726449,0.00287791113803149
Haryana,Mahendragarh,2025-02,1722394,5850266,16961627,0.0005163092647015979,0.0011930733801778497,0.004297444527580073,0.0020929453101628495
Haryana,Mahendragarh,2025-03,1722384,6919747,26036978,0.0005163060823082771,0.0014153587397227857,0.006611813340679027,0.00310760761569907
Haryana,Mahendragarh,2025-04,984200,8030623,22092808,0.000281386899191434,0.0016462478074760606,0.005605982927997413,0.0028446149143511027
Haryana,Mahendragarh,2025-05,1599378,94999818,20514339,0.00047716073502566134,0.019722285418156984,0.005203446494305372,0.009874860617979812
Haryana,Mahendragarh,2025-06,1722397,25252235,22486965,0.0005163102194195942,0.005225658956775003,0.005706499664844797,0.0042696014047640014
Haryana,Mahendragarh,2025-07,1230256,20515013,22092607,0.00035969159628727724,0.0042410551204149554,0.0056059316695798115,0.0038668563967404514
Haryana,Mahendragarh,2025-08,1845455,21694397,306147468,0.0005554721151474785,0.0044861831745660295,0.07804475100643614,0.032901279249371376
Haryana,Mahendragarh,2025-09,2337521,25642616,16599749,0.0007120668703298889,0.005306797360303922,0.004205159484572191,0.003662369363884468
Haryana,Mahendragarh,2025-10,1845426,16174263,5526518,0.0005554628862068479,0.0033388556662454286,0.0013812973015403117,0.0017769686098729265
Haryana,Mahendragarh,2025-11,1845410,22088904,5921137,0.0005554577943775345,0.004568179143019882,0.001481931856243077,0.0023089528408296767
Haryana,Mahendragarh,2025-12,1722386,13805616,5921173,0.0005163067187869412,0.0028465462656763357,0.0014819410368551848,0.00162813357725522
Haryana,Mahendragarh,NaT,42567742,32741960,4342081,0.013514905531056843,0.0067823544142143555,0.0010792457275702817,0.0004416589505024859
Haryana,Mewat,2025-01,1590057,16175218,5920926,0.0004741944262112843,0.0033390541573998906,0.0014818780476554463,0.0018335339967798779
Haryana,Mewat,2025-02,1466244,20117616,3947355,0.0004347922597876749,0.004158458482394197,0.0009785838860481965,0.0019678584954194223
Haryana,Mewat,2025-03,1466250,25251507,6315825,0.0004347941692236674,0.005225507646240503,0.0015825840071190488,0.002636277827499087
Haryana,Mewat,2025-04,855590,25639392,5921085,0.0002404581386918063,0.0053061272707939896,0.0014819185953589217,0.002667126718722803
Haryana,Mewat,2025-05,1466267,340857516,5131582,0.0004347995792923129,0.07082236741757564,0.0012805819064475987,0.02875421981375083
Haryana,Mewat,2025-06,1466238,6713226,5921061,0.0004347903503516824,0.001372434559921013,0.0014819124749508499,0.0010547807438784087
Haryana,Mewat,2025-07,977740,5526219,5526407,0.00027933107310615607,0.0011257221098846348,0.00138126899465298,0.0009469302271938148
Haryana,Mewat,2025-08,1466270,3552577,77367843,0.00043480053401030917,0.0007155121841515116,0.019702056693844394,0.008080067444396299
Haryana,Mewat,2025-09,1588323,5920901,221021715,0.0004736425992094465,0.0012077544510631264,0.05633623659914052,0.02292286790023957
Haryana,Mewat,2025-10,1466240,3552513,81312975,0.00043479098683034655,0.0007154988821265006,0.020708132432882883,0.008482494328637683
Haryana,Mewat,2025-11,1466189,5526183,87967363,0.0004347747566244102,0.001125714627495566,0.02240511451737305,0.009325376706622566
Haryana,Mewat,2025-12,1221945,3552526,80528321,0.0003570467091983074,0.0007155015841003309,0.020508032321419057,0.008418004220368093
Haryana,Mewat,NaT,35925247,5920925,59421134,0.011401002358869807,0.0012077594393225055,0.01512534075113735,0.0042530396044099805
Haryana,Nuh,2025-01,246122,4736734,84826385,4.650144944379211e-05,0.0009616322783866151,0.021604111721356685,0.009016997310008561
Haryana,Palwal,2025-01,1332150,5526184,66450055,0.0003921182747908856,0.0011257148353397068,0.016917835118808233,0.0071389963267009995
Haryana,Palwal,2025-02,1332188,5526227,92267730,0.00039213036788550486,0.0011257237726377612,0.023501781221468565,0.00977257592406543
Haryana,Palwal,2025-03,1453139,6315720,77404730,0.00043062173334068306,0.0012898152668889074,0.019711463506033672,0.008314387162500894
Haryana,Palwal,2025-04,726660,90787360,82103152,0.00019942754160591096,0.018846750704498733,0.020909641003254223,0.015862671174779998
Haryana,Palwal,2025-05,1332229,98949451,82491796,0.00039214341569812037,0.020543193495509964,0.021008751831364126,0.016542349447610013
Haryana,Palwal,2025-06,1453214,85228127,82108567,0.00043064560129058954,0.017691296698117063,0.02091102192032541,0.015354798327118873
Haryana,Palwal,2025-07,1089912,89536151,1125919809,0.00031502861546494807,0.01858669424493483,0.2871006365420503,0.12221192659170106
Haryana,Palwal,2025-08,1453210,93037856,102260871,0.0004306443283332612,0.019314503111988384,0.026050202089741372,0.018059753215025252
Haryana,Palwal,2025-09,1453299,67236240,38030844,0.0004306726516338169,0.013951788403264831,0.009670453102258265,0.009362762071882476
Haryana,Palwal,2025-10,1453192,91874695,38426625,0.00043063860002528364,0.019072746913333476,0.009771383986718505,0.011451524640015736
Haryana,Palwal,2025-11,1453149,68809994,38426149,0.00043062491573400393,0.014278883951222468,0.009771262598625083,0.009533933636792221
Haryana,Palwal,2025-12,968930,114549100,30502975,0.0002765273845904752,0.023785489138667536,0.007750718510979712,0.012559177582940804
Haryana,Palwal,NaT,33909353,64894157,38821966,0.010759465598752892,0.0134650001744519,0.009872202663697429,0.007182988015509153
Haryana,Panchkula,2025-01,804858,79757269,25749611,0.00022431322089640072,0.01655421091767843,0.006538529869580906,0.009192233670724454
Haryana,Panchkula,2025-02,2813328,93054368,38822214,0.0008634873722119072,0.019317935034441243,0.00987226590791417,0.011503382902499786
Haryana,Panchkula,2025-03,2010176,92270047,34464931,0.000607892816168077,0.019154918510086303,0.008761084656076501,0.011044822703231507
Haryana,Panchkula,2025-04,670669,1359305806,39217259,0.00018160900316306316,0.2825008771999609,0.00997300909986021,0.11695323271929585
Haryana,Panchkula,2025-05,2279596,50333517,38029925,0.000693632857018786,0.010438656464180867,0.009670218741632519,0.007904823510921598
Haryana,Panchkula,2025-06,2144379,38821317,38426314,0.0006506014892520637,0.008045913146484516,0.009771304676430576,0.006996766831315625
Haryana,Panchkula,2025-07,938259,40407023,509044645,0.0002667666660360542,0.008375492847612971,0.12978698100003294,0.05521163620585116
Haryana,Panchkula,2025-08,2277678,46349518,122108,0.0006930224739798444,0.009610605615085217,3.0808604131177383e-06,0.0037068700954033646
Haryana,Panchkula,2025-09,2546810,31295403,19932664,0.0007786708619029126,0.0064816960174338195,0.005055109479091378,0.004458988026229497
Haryana,Panchkula,2025-10,2680819,38425875,7740253,0.0008213177965564747,0.007963722843759017,0.0019458373666535636,0.003799560524853738
Haryana,Panchkula,2025-11,2011263,27333994,7339740,0.0006082387423220548,0.0056583403674787995,0.0018436997417351773,0.00287916829522118
Haryana,Panchkula,2025-12,2144476,50310165,6141830,0.0006506323584672761,0.010433802887804948,0.0015382123236838679,0.004658679612902072
Haryana,Panchkula,NaT,54681636,34464809,7341908,0.017370023066581895,0.00714043848434429,0.0018442526185976588,0.00011987182786040058
Haryana,Panipat,2025-01,1984142,41199005,8143091,0.0005996077733965404,0.008540101665930564,0.0020485679061039005,0.004115546274134478
Haryana,Panipat,2025-02,2510247,41595125,5070505,0.0007670350772038388,0.008622432886983522,0.001265006232956001,0.0038015686325350417
Haryana,Panipat,2025-03,1981759,40011021,7206803,0.0005988494090681787,0.008293186152168626,0.0018097985464087445,0.003921423997617313
Haryana,Panipat,2025-04,924810,593423568,6938729,0.0002624866652588246,0.12331674149029408,0.001741435118349302,0.049970773310405586
Haryana,Panipat,2025-05,2113877,8963297,7739120,0.0006408945531447654,0.0018400986336508255,0.0019455484323891762,0.0013860799157870477
Haryana,Panipat,2025-06,2378059,7206959,7875295,0.0007249676563740061,0.0014750540710897011,0.001980275372771289,0.001237138246269595
Haryana,Panipat,2025-07,1585413,6407455,7072845,0.0004727165227530753,0.0013088818491450247,0.0017756369787222594,0.0011392642265962987
Haryana,Panipat,2025-08,2774514,7603577,104108481,0.0008511352307763069,0.001557488798524778,0.026521374054635047,0.011061318095108668
Haryana,Panipat,2025-09,2774449,6403327,25738529,0.0008511145452197213,0.00130802386853181,0.006535703771153775,0.00296726814683029
Haryana,Panipat,2025-10,2113889,8006226,9406834,0.0006408983720167504,0.0016411770339730084,0.0023708438585130264,0.0014766286825910642
Haryana,Panipat,2025-11,2378148,5872848,10551250,0.0007249959796745617,0.0011977669165653534,0.0026626893970064084,0.0013991833294937925
Haryana,Panipat,2025-12,1849664,10944792,9660635,0.0005568115844962299,0.0022519407594216367,0.0024355674288887978,0.0017636409584249277
Haryana,Panipat,NaT,52979746,5471434,8644103,0.016828414729697427,0.0011143353686310087,0.002176334484805742,-0.0020494150045647854
Haryana,Rewari,2025-01,1602819,6543606,10296923,0.00047825579656737057,0.0013371800367588324,0.0025978316876870645,0.0014783535304648849
Haryana,Rewari,2025-02,2464116,8147734,6990877,0.0007523543785753626,0.0016705886426490717,0.0017547337450212054,0.0012196580793530384
Haryana,Rewari,2025-03,2340059,8681917,9787957,0.0007128745617547241,0.0017816154493130447,0.0024680367037434436,0.0015572859488716508
Haryana,Rewari,2025-04,1355266,120382046,10295700,0.000399474695191394,0.024997832788359483,0.002597519801892408,0.01095824609706248
Haryana,Rewari,2025-05,2833775,14633442,10041913,0.0008699944118350771,0.003018605049376697,0.0025327998017546783,0.002046563058085535
Haryana,Rewari,2025-06,2834604,9406235,9915540,0.0008702582322413767,0.0019321607016876722,0.0025005725380358697,0.0015990416494411415
Haryana,Rewari,2025-07,1109768,11185426,9025708,0.000321347575642855,0.0023019551263984564,0.0022736502482316,0.0017659726347234517
Haryana,Rewari,2025-08,2955590,10295591,137032648,0.000908760736073178,0.002117008135371343,0.034917596448905165,0.014632089686495969
Haryana,Rewari,2025-09,2954349,8390584,9037089,0.0009083658010620588,0.0017210635922419002,0.002276552596742625,0.0014173733153813985
Haryana,Rewari,2025-10,3447856,10805465,3688188,0.0010654191391220058,0.002222982458816654,0.0009124918944343825,0.0010411059134760134
Haryana,Rewari,2025-11,2342202,7372885,4324223,0.0007135565486433852,0.0015095408179957735,0.0010746916339308928,0.0008909816710419896
Haryana,Rewari,2025-12,2341586,14236583,3180031,0.0007133605132148199,0.0029361202315036877,0.0007829032192461804,0.0013449372776569834
Haryana,Rewari,NaT,55327879,7372458,3180008,0.017575683007267386,0.0015094520685476527,0.0007828973538551117,-0.0025981968324923716
Haryana,Rohtak,2025-01,2113401,10931157,3688168,0.0006407430712226922,0.002249106804561854,0.0009124867940943227,0.0011364888252179324
Haryana,Rohtak,2025-02,2609131,9914710,2671047,0.0007985038553178672,0.0020378442511800065,0.0006531036449965058,0.0009166783874070313
Haryana,Rohtak,2025-03,2361011,10678060,3815776,0.0007195423122405976,0.0021965020760582672,0.0009450290038118237,0.0011127039694999168
Haryana,Rohtak,2025-04,1242313,158508911,4070107,0.00036352860791424255,0.03292227828561117,0.0010098877331991796,0.013500160685941292
Haryana,Rohtak,2025-05,2112230,4711150,3688707,0.000640370412964819,0.0009563147938884356,0.0009126242482589341,0.000619501534265984
Haryana,Rohtak,2025-06,1740161,3687952,4069838,0.0005219634229147764,0.0007436490847120599,0.0010098191336253754,0.0005969946027520189
Haryana,Rohtak,2025-07,1491036,3689191,3434090,0.00044268204930876016,0.0007439066036025088,0.0008476925840087233,0.0005481032651827408
Haryana,Rohtak,2025-08,2734080,4324794,48840737,0.0008382675416227267,0.0008760129630262292,0.012427159617756861,0.005153615523988691
Haryana,Rohtak,2025-09,3354851,3816146,13265217,0.0010358212900413132,0.0007702934564975367,0.0033547971275591695,0.0014428719756144198
Haryana,Rohtak,2025-10,2734000,3688629,4964247,0.0008382420824761598,0.0007437897951953803,0.0012379086362523286,0.0006250309560838516
Haryana,Rohtak,2025-11,3230893,3688740,5206108,0.0009963729789145513,0.0007438128658950089,0.001299587303612404,0.0006180854720200549
Haryana,Rohtak,2025-12,2609871,5341765,4358267,0.000798739352423611,0.0010873844267378547,0.0010833734327806719,0.0007085552733226884
Haryana,Rohtak,NaT,63622911,4070463,4600261,0.020215488450582433,0.0008231517548528974,0.0011450860174021446,-0.0032558025812144693
Haryana,Sirsa,2025-01,1500970,5214361,5811221,0.0004458434388337061,0.0010609042518236083,0.0014539014073424688,0.0009167535758996897
Haryana,Sirsa,2025-02,2627028,4198162,4599837,0.0008041993846442169,0.0008496932437886791,0.001144977890192877,0.000637028576663779
Haryana,Sirsa,2025-03,2126680,4451309,4963487,0.000644968971313467,0.000902308364499306,0.0012377148233300565,0.0007270154808690515
Haryana,Sirsa,2025-04,750548,69444941,5569593,0.0002070296427707901,0.014410853964889824,0.00139228215894409,0.006279848520979408
Haryana,Sirsa,2025-05,2627105,9908489,5569260,0.0008042238890727876,0.0020365512527801013,0.0013921972382820945,0.001210654618610321
Haryana,Sirsa,2025-06,2126678,5931836,5569540,0.0006449683348348029,0.0012100272267427542,0.0013922686430429317,0.0009119246809473137
Haryana,Sirsa,2025-07,1251110,6900971,5085002,0.00036632815931860634,0.00141145625813516,0.0012687032144483416,0.0009987981571696791
Haryana,Sirsa,2025-08,2627055,5690384,75178332,0.0008042079771061832,0.0011598428432587616,0.01914369416061156,0.007960573206126892
Haryana,Sirsa,2025-09,2877240,4479529,10801843,0.000883826684404211,0.0009081737261526294,0.002726594872836589,0.0012771421027148453
Haryana,Sirsa,2025-10,3252526,6294568,3628139,0.0010032574503855756,0.0012854189476227452,0.0008971783784218581,0.0006723874403407262
Haryana,Sirsa,2025-11,3127330,3753347,4629288,0.0009634151589656908,0.0007572410522995543,0.0011524883959479247,0.0005712087475058536
Haryana,Sirsa,2025-12,2501884,7627218,4378847,0.0007643736416696005,0.001562402441857387,0.0010886216827021985,0.000907534921489914
Haryana,Sirsa,NaT,64924824,3874065,3503026,0.02062980837413699,0.0007823315812884242,0.0008652724361268163,-0.0034669200678613026
Haryana,Sonipat,2025-01,4459769,6174579,4503879,0.0013874496563715181,0.0012604799370125172,0.001120506968619998,0.0006749048309787026
Haryana,Sonipat,2025-02,4329001,5205660,2627314,0.001345834135393248,0.0010590957999545238,0.0006419509864047602,0.000411251887465064
Haryana,Sonipat,2025-03,3278923,5690583,4504029,0.0010116580140346594,0.0011598842042427804,0.0011205452211704465,0.0007098401673583588
Haryana,Sonipat,2025-04,1836788,91765972,3503329,0.0005527139348562858,0.019050149474813483,0.0008653497062787222,0.007855656885465625
Haryana,Sonipat,2025-05,4722675,7532388,4003724,0.0014711166862130167,0.0015426925819854993,0.000992958939489719,0.0007200372713474842
Haryana,Sonipat,2025-06,4459200,4128379,4379108,0.0013872685781915611,0.0008351892561113624,0.0010886882421399788,0.0004920972836622243
Haryana,Sonipat,2025-07,3278941,3628310,4129082,0.0010116637423426371,0.0007312528444665772,0.0010249273609504931,0.0005001393336983008
Haryana,Sonipat,2025-08,4066739,3502873,61431553,0.001262372051681613,0.0007051814989772809,0.01563803177927076,0.006284810900962893
Haryana,Sonipat,2025-09,4328154,3753021,22279743,0.0013455645866789709,0.0007571732951096541,0.00565365453145128,0.0022952182132885794
Haryana,Sonipat,2025-10,4328644,4503914,9286147,0.0013457205239516933,0.0009132420055259921,0.0023400666214732167,0.001032179346009345
Haryana,Sonipat,2025-11,4329260,2376877,9896580,0.0013459165593802584,0.000471149827815138,0.0024957374156591864,0.000917571585513678
Haryana,Sonipat,2025-12,3673278,5004180,9285673,0.001137157285839579,0.0010172193624665145,0.0023399457434137997,0.0011154345851842097
Haryana,Sonipat,NaT,97460304,3628113,8555923,0.030983877798446358,0.00073121189917084,0.002153847085482116,-0.005042751965828089
Haryana,Yamuna Nagar,2025-01,1887116,4753916,9897333,0.0005687302839615286,0.0009652034564138087,0.0024959294434624374,0.0012707071031581928
Haryana,Yamuna Nagar,2025-02,2960167,4003444,7940579,0.0009102173174961373,0.0008092222483807468,0.0019969239027944645,0.0009404149969708571
Haryana,Yamuna Nagar,2025-03,2425595,3502899,8798352,0.0007400954812640636,0.0007051869029249416,0.0022156706024998893,0.0010203239059171196
Haryana,Yamuna Nagar,2025-04,1748348,68178740,9410168,0.0005245688483265675,0.014147681505967078,0.002371694085200994,0.006502836466801916
Haryana,Yamuna Nagar,2025-05,2554831,16197683,9408870,0.0007812234595855774,0.003343723376022921,0.002371363073131113,0.0021297898877444986
Haryana,Yamuna Nagar,2025-06,2688091,9408179,9409284,0.0008236320329794068,0.0019325647506973837,0.002371468650170351,0.0015568869537512127
Haryana,Yamuna Nagar,2025-07,1346791,11485841,9040948,0.00039677761685196205,0.00236439462395633,0.002277536707357162,0.0017774170091550048
Haryana,Yamuna Nagar,2025-08,2958350,10997055,127934205,0.0009096390766297364,0.00226280331775217,0.032597338783173176,0.01376212902504419
Haryana,Yamuna Nagar,2025-09,3230191,9897159,17208138,0.0009961495749034267,0.0020341963786648584,0.00436030902400405,0.002358572246086878
Haryana,Yamuna Nagar,2025-10,3226494,10634050,6130960,0.0009949730440927034,0.002187354855421741,0.0015354402888613705,0.0012901234488947042
Haryana,Yamuna Nagar,2025-11,2691905,9161898,7381410,0.0008248457977919841,0.0018813766878574768,0.001854326300249755,0.0013293120356844962
Haryana,Yamuna Nagar,2025-12,2689911,13193383,6628644,0.0008242112285638039,0.002719297223823068,0.0016623581709772621,0.0015878199122073714
Haryana,Yamuna Nagar,NaT,67298459,8187915,6255841,0.021385192391153815,0.0016789400280704818,0.0015672870672117187,-0.002978547640117883
Haryana,Yamunanagar,2025-02,135002,11728784,7630012,1.1138694862354953e-05,0.0024148889030542525,0.0019177240372269834,0.0017308174371400236
Haryana,Yamunanagar,2025-03,270105,10020715,5628140,5.413378334521946e-05,0.0020598767693253135,0.001407212639418124,0.0013760090068283312
Haryana,Yamunanagar,2025-04,135003,9651391,6253866,1.1139013101687036e-05,0.001983114939869181,0.001566783408630814,0.0014177315367796606
Haryana,Yamunanagar,2025-05,405010,168960660,6629306,9.706586044033085e-05,0.035094613076353996,0.0016625269922332414,0.014683442855346831
Haryana,Yamunanagar,2025-06,135002,10415683,6881577,1.1138694862354953e-05,0.0021419685539280733,0.0017268603865944387,0.001545303837236534
Haryana,Yamunanagar,2025-08,405106,6253086,6629397,9.709641141621115e-05,0.0012767971569741566,0.0016625501987805134,0.0011563196600186257
Haryana,Yamunanagar,2025-10,270006,7129014,6255812,5.41022776513429e-05,0.00145885365953519,0.0015672796717186319,0.00119963287697126
Haryana,Yamunanagar,2025-11,135003,7379052,96565271,1.1139013101687036e-05,0.0015108225928120757,0.024597727247513627,0.010441192133509945
Haryana,Yamunanagar,NaT,3375435,5502961,18550422,0.001042371928452979,0.0011208880708579517,0.004702614266844984,0.0021209265493905786
Himachal Pradesh,Bilaspur,2025-01,1566381,6003238,7331188,0.00046665979178480755,0.001224867714084023,0.0018415188363256098,0.0011332226618068915
Himachal Pradesh,Bilaspur,2025-02,3654938,5627828,7206833,0.0011313207764891149,0.001146840945186993,0.0018098061969188343,0.0009563947015445081
Himachal Pradesh,Bilaspur,2025-03,1392179,8506761,6460734,0.0004112218636566981,0.0017452103009874056,0.0016195382660052732,0.001263655054065732
Himachal Pradesh,Bilaspur,2025-04,1218461,5252585,6212710,0.0003559379633653185,0.0010688488862614766,0.0015562879288557728,0.000978867133373836
Himachal Pradesh,Bilaspur,2025-05,3480934,6503426,6834311,0.0010759458597487588,0.0013288288591815631,0.0017148067529311308,0.0010022650728953259
Himachal Pradesh,Bilaspur,2025-06,1566496,5630315,5342688,0.00046669638930799747,0.0011473578535651581,0.0013344175258807277,0.0008993708739167549
Himachal Pradesh,Bilaspur,2025-07,1740240,7255963,6958178,0.0005219885638220112,0.0014852392653653733,0.0017463949440404474,0.0011882559709979262
Himachal Pradesh,Bilaspur,2025-08,3829028,109432987,6834911,0.0011867230618120307,0.02272213502795634,0.0017149597631329245,0.0095374933040733
Himachal Pradesh,Bilaspur,2025-09,3828979,7719463,7207428,0.0011867074680847584,0.0015815750246253113,0.001809957932035613,0.001119271689047418
Himachal Pradesh,Bilaspur,2025-10,4176809,6461089,7083249,0.0012974006549643596,0.0013200293617925923,0.0017782901756213637,0.0009798476839727106
Himachal Pradesh,Bilaspur,2025-11,4002975,6833231,6710401,0.0012420798389104581,0.0013973768960374939,0.0016832075960906854,0.0009838178290691802
Himachal Pradesh,Bilaspur,2025-12,2784518,7206331,97912955,0.0008543188970544989,0.00147492354496928,0.024941409582170705,0.010395669471445095
Himachal Pradesh,Bilaspur,NaT,77101584,5839171,10650794,0.024504932343512986,0.0011907673494356945,0.0026880748095520083,-0.003349449605107516
Himachal Pradesh,Chamba,2025-01,1234088,6957367,4163453,0.0003609110894078322,0.0014231778362996117,0.0010336925503602497,0.0009105659367823782
Himachal Pradesh,Chamba,2025-02,2468303,5715013,4541837,0.0007536868466588082,0.0011649618366024789,0.0011301869040194785,0.0007673221269170212
Himachal Pradesh,Chamba,2025-03,2115680,9070909,4288863,0.000641468338660517,0.0018624651573303948,0.0010656742327051795,0.0010429620882821265
Himachal Pradesh,Chamba,2025-04,528963,6337814,3784576,0.00013651258037043236,0.0012944073753357016,0.0009370724733185471,0.000865289423387613
Himachal Pradesh,Chamba,2025-05,4584072,7207081,4036950,0.00142700776006785,0.0014750794280748785,0.0010014321344310525,0.0007052030729888022
Himachal Pradesh,Chamba,2025-06,3173557,7082868,3279773,0.0009781264085700473,0.0014492624838139193,0.0008083391251583723,0.0007074153618749072
Himachal Pradesh,Chamba,2025-07,3526195,6335885,4163158,0.0010903496901583198,0.0012940064439881018,0.001033617320344368,0.0007129795677013241
Himachal Pradesh,Chamba,2025-08,4055110,107717626,4037107,0.0012586712464887808,0.0223656072947527,0.0010014721721005218,0.009095097537443532
Himachal Pradesh,Chamba,2025-09,5289260,8350890,4037241,0.0016514263181831711,0.0017128134269170587,0.0010015063443789224,0.0007554426448817581
Himachal Pradesh,Chamba,2025-10,5465587,4666968,4163562,0.0017075405048919642,0.000947131824059692,0.0010337203472135757,0.00045083276753091423
Himachal Pradesh,Chamba,2025-11,3702431,4667011,3658779,0.0011464349170878928,0.0009471407613577463,0.0009049920993934606,0.0005115661608829042
Himachal Pradesh,Chamba,2025-12,3173475,4036275,60428705,0.0009781003129448163,0.0008160459793672906,0.015382288487856615,0.006283713724300599
Himachal Pradesh,Chamba,NaT,101554166,4288478,11617555,0.03228670570698012,0.0008684648952090039,0.0029346153023792673,-0.004936109062360716
Himachal Pradesh,Hamirpur,2025-01,2296051,4036258,4490683,0.0006988694852282673,0.0008160424460168969,0.001117141764248547,0.0006334997870605242
Himachal Pradesh,Hamirpur,2025-02,3885496,2522577,4490390,0.0012046934004162836,0.0005014327191294271,0.0011170670442666709,0.0004064612252751825
Himachal Pradesh,Hamirpur,2025-03,3708898,5045437,4081979,0.0011484929708484954,0.0010257943881834234,0.0010129152950586725,0.0005857852791271393
Himachal Pradesh,Hamirpur,2025-04,2473549,2901083,4082263,0.0007553563301949332,0.000580102973486368,0.0010129877198875217,0.0004861650113105692
Himachal Pradesh,Hamirpur,2025-05,4587782,4793275,5034582,0.0014281884279898904,0.0009733839939514828,0.0012558452571576045,0.0006060540148456568
Himachal Pradesh,Hamirpur,2025-06,3001352,4288725,3673663,0.0009233240043881143,0.0008685162327117811,0.000908787772465958,0.0005262568011934728
Himachal Pradesh,Hamirpur,2025-07,1941068,4288604,4490303,0.0005858999324062522,0.0008684910835707445,0.0011170448577874107,0.0006770343900620117
Himachal Pradesh,Hamirpur,2025-08,4934167,69751544,4218703,0.0015384217590346267,0.014474579601990957,0.0010477822397754269,0.005901260384899628
Himachal Pradesh,Hamirpur,2025-09,4944591,8324419,4490487,0.001541739085832295,0.0017073115846659912,0.001117091780915961,0.0008214135290663219
Himachal Pradesh,Hamirpur,2025-10,6173998,4081602,4490591,0.0019329847483746,0.0008254669307372479,0.0011171183026842718,0.0003904371436936879
Himachal Pradesh,Hamirpur,2025-11,3882889,5170287,4218472,0.0012038637504775346,0.0010517437291620712,0.0010477233308477363,0.000599014073908416
Himachal Pradesh,Hamirpur,2025-12,4413801,4897952,64361063,0.0013728208307541721,0.0009951404950778095,0.016385106639698915,0.006677534687759856
Himachal Pradesh,Hamirpur,NaT,106063102,4489805,15246797,0.0337216264880403,0.0009103095325434711,0.003860133720343363,-0.004836147996453327
Himachal Pradesh,Kangra,2025-01,8459241,5170120,5944446,0.0026602389543496463,0.0010517090191905578,0.0014878760475657625,0.00048378623583259894
Himachal Pradesh,Kangra,2025-02,11985713,3809531,6076373,0.0037825010482509225,0.000768918567506157,0.0015215196757191755,0.00015967508763994843
Himachal Pradesh,Kangra,2025-03,10223999,6122707,5018911,0.00322185436156372,0.001249698645741036,0.001251848885703754,0.00035624814026517196
Himachal Pradesh,Kangra,2025-04,6695973,3265314,5283601,0.0020990977237403813,0.0006558062527334155,0.0013193493362250795,0.0003702426908353217
Himachal Pradesh,Kangra,2025-05,14448479,4897812,6472854,0.004566250055175938,0.0009951113968980979,0.0016226290720815076,0.00013384617655665468
Himachal Pradesh,Kangra,2025-06,13388573,4353728,4622781,0.004228946277661604,0.0008820267253960826,0.0011508290003094711,-3.264696525009925e-05
Himachal Pradesh,Kangra,2025-07,7050722,4626011,5943915,0.002211992808558688,0.0009386191515850227,0.001487740633537175,0.0005281453523371415
